points,capacity,environment,survival,start,control,year,replicates,paired_positive,individual_extinction_fraction,individual_extinction_low,individual_extinction_high,density_zero_fraction,density_positive_below_one_individual_fraction,density_mass_mean,density_mass_min,individual_density_mean,access_individual_minus_density,access_mcse,access_density_change_mean,investment_individual_minus_density,investment_mcse,investment_density_change_mean
3,48,both,0.75,0.3,neutral,100,64,64,0.0,0.0,0.05662405979280534,0.0,0.0,1.0,0.9999999999999997,0.9954427083333334,0.009117134179095166,0.006467324412767431,-3.903127820947816e-17,0.001502349411231933,0.006533747860829715,1.734723475976807e-17
3,48,both,0.75,0.3,neutral,200,64,64,0.0,0.0,0.05662405979280534,0.0,0.0,1.0,0.9999999999999998,0.998046875,0.013134073027482374,0.007872215740172625,-4.163336342344337e-17,0.004102947695035556,0.008138820367366958,8.673617379884035e-18
3,48,both,0.75,0.3,neutral,400,64,64,0.0,0.0,0.05662405979280534,0.0,0.0,1.0,0.9999999999999998,1.0,0.017268880208333424,0.008474514175009985,-4.0766001685454967e-17,0.006282552083333452,0.008793871276279121,6.071532165918825e-18
3,48,both,0.75,0.3,selected,10,64,64,0.0,0.0,0.05662405979280534,0.0,0.0,1.0,0.9999999999999997,0.9996744791666667,0.0027932059930032872,0.00217650707429728,0.0004949007224223029,0.0024939172982967077,0.002237409077760111,-0.002145540746878267
3,48,both,0.75,0.3,selected,40,64,64,0.0,0.0,0.05662405979280534,0.0,0.0,1.0,0.9999999999999996,0.9993489583333334,-0.0015635698177666807,0.004342957520855088,0.0015794995606745544,-0.001086172630059762,0.004302613026565597,-0.014548177436429641
3,48,both,0.75,0.3,selected,50,64,64,0.0,0.0,0.05662405979280534,0.0,0.0,1.0,0.9999999999999998,1.0,-0.006773168082432016,0.005115126605478115,0.0015322826657654049,-0.0001866366405716578,0.004581932616748638,-0.018644743567761718
3,48,both,0.75,0.3,selected,100,64,64,0.0,0.0,0.05662405979280534,0.0,0.0,1.0,0.9999999999999998,0.9967447916666667,-0.012325399344987473,0.005863921000113007,0.0006402172380135639,-0.0007122883281918471,0.006043792069516052,-0.037897446178240674
3,48,both,0.75,0.3,selected,200,64,64,0.0,0.0,0.05662405979280534,0.0,0.0,1.0,0.9999999999999998,0.9993489583333333,-0.013457268056418491,0.00706478858632571,0.0005015388897519186,0.021748906776524603,0.007043833525328673,-0.06613367240152464
3,48,both,0.75,0.3,selected,400,64,64,0.0,0.0,0.05662405979280534,0.0,0.0,1.0,0.9999999999999997,0.9990234375,-0.01474512379874594,0.008265711220885189,0.0006988998404126815,0.048115650105025616,0.007397205986176718,-0.09292359281335896
3,48,both,0.75,0.7,neutral,10,64,64,0.0,0.0,0.05662405979280534,0.0,0.0,1.0,0.9999999999999997,1.0,0.0025065104166666456,0.0025690756148084993,2.0296264668928643e-16,0.001741536458333341,0.0022333375401304098,5.204170427930421e-18
3,48,both,0.75,0.7,neutral,40,64,64,0.0,0.0,0.05662405979280534,0.0,0.0,1.0,0.9999999999999997,0.998046875,-0.000624561891802702,0.00418698589869897,1.960237527853792e-16,-0.0027425492614011043,0.0047629343076078965,1.214306433183765e-17
3,48,both,0.75,0.7,neutral,50,64,64,0.0,0.0,0.05662405979280534,0.0,0.0,1.0,0.9999999999999996,0.9996744791666666,-0.000982103280141847,0.004947247522284886,1.960237527853792e-16,-0.003972739361702118,0.005583217430908728,1.9081958235744878e-17
3,48,both,0.75,0.7,neutral,100,64,64,0.0,0.0,0.05662405979280534,0.0,0.0,1.0,0.9999999999999996,0.9951171875,-0.006648404445459333,0.006476774321927487,1.8561541192951836e-16,-0.006862219858352758,0.006865459232493976,8.673617379884035e-18
3,48,both,0.75,0.7,neutral,200,64,64,0.0,0.0,0.05662405979280534,0.0,0.0,1.0,0.9999999999999998,0.9993489583333333,-0.0026529947916666876,0.007286975357745464,1.960237527853792e-16,-0.01752929687499995,0.008703514859539513,8.673617379884035e-18
3,48,both,0.75,0.7,neutral,400,64,64,0.0,0.0,0.05662405979280534,0.0,0.0,1.0,0.9999999999999997,0.9951171875,-0.008024088541666734,0.007297299459161108,2.0643209364124004e-16,-0.018425564236111056,0.009331060743300673,1.734723475976807e-17
3,48,both,0.75,0.7,selected,10,64,64,0.0,0.0,0.05662405979280534,0.0,0.0,1.0,0.9999999999999997,0.9996744791666666,0.001287317306312952,0.002085946754168775,-0.0003204511715609974,0.00015432912757769486,0.002195483804651755,-0.0023124629928259286
3,48,both,0.75,0.7,selected,40,64,64,0.0,0.0,0.05662405979280534,0.0,0.0,1.0,0.9999999999999998,0.9951171875,-0.002065615694848137,0.004550661676597565,-0.0003958244649243346,0.006168489102707455,0.00451179268763492,-0.013655167813384772
3,48,both,0.75,0.7,selected,50,64,64,0.0,0.0,0.05662405979280534,0.0,0.0,1.0,0.9999999999999996,1.0,-0.0034779973077302996,0.004839838358216949,-0.0010792943589361705,0.006594739132706359,0.005008564152005322,-0.017711275591039695
3,48,both,0.75,0.7,selected,100,64,64,0.0,0.0,0.05662405979280534,0.0,0.0,1.0,0.9999999999999997,0.99609375,-0.005026039355686469,0.006090152154901063,-0.0021609054925045713,0.015178750792049826,0.006549508376664862,-0.0369358108548875
3,48,both,0.75,0.7,selected,200,64,64,0.0,0.0,0.05662405979280534,0.0,0.0,1.0,0.9999999999999997,1.0,-0.004792218560464705,0.007342804320261444,-0.0034109064395351305,0.031133953431867895,0.0073955071817816374,-0.0668761409318679
3,48,both,0.75,0.7,selected,400,64,64,0.0,0.0,0.05662405979280534,0.0,0.0,1.0,0.9999999999999997,0.99609375,-0.004168519453177274,0.007956516497613498,-0.005336688880155895,0.05503309767533109,0.007224685473391461,-0.09300510288366445
3,48,mainland,0.0,0.3,neutral,10,64,64,0.0,0.0,0.05662405979280534,0.0,0.0,1.0,0.9999999999999997,1.0,0.0017252604166667334,0.002681075265285049,-4.163336342344337e-17,0.002539062500000005,0.0028656048075060576,1.3877787807814457e-17
3,48,mainland,0.0,0.3,neutral,40,64,64,0.0,0.0,0.05662405979280534,0.0,0.0,1.0,0.9999999999999997,1.0,0.0018554687500000919,0.004684942715198718,-3.729655473350135e-17,0.005924479166666721,0.005807307190808396,1.474514954580286e-17
3,48,mainland,0.0,0.3,neutral,50,64,64,0.0,0.0,0.05662405979280534,0.0,0.0,1.0,0.9999999999999997,1.0,0.001888020833333442,0.005438148340327864,-4.423544863740858e-17,0.009065755208333384,0.005795190587462092,1.9081958235744878e-17
3,48,mainland,0.0,0.3,neutral,100,64,64,0.0,0.0,0.05662405979280534,0.0,0.0,1.0,0.9999999999999997,1.0,-0.006136067708333207,0.00670485592487934,-5.637851296924623e-17,0.012434895833333414,0.0073143983159909675,1.8214596497756474e-17
3,48,mainland,0.0,0.3,neutral,200,64,64,0.0,0.0,0.05662405979280534,0.0,0.0,1.0,0.9999999999999997,1.0,-0.011458333333333194,0.0073928285870291785,-4.85722573273506e-17,0.01339518229166678,0.008176882811473007,2.5153490401663703e-17
3,48,mainland,0.0,0.3,neutral,400,64,64,0.0,0.0,0.05662405979280534,0.0,0.0,1.0,0.9999999999999997,1.0,-0.013151041666666533,0.007769928515869841,-4.423544863740858e-17,0.01118164062500011,0.008790267810856522,3.642919299551295e-17
3,48,mainland,0.0,0.3,selected,10,64,64,0.0,0.0,0.05662405979280534,0.0,0.0,1.0,0.9999999999999997,1.0,-0.002957252753756382,0.0038025074686502884,0.002224830878756393,0.0009003809400199691,0.003032175673912163,0.010330087809980099
3,48,mainland,0.0,0.3,selected,40,64,64,0.0,0.0,0.05662405979280534,0.0,0.0,1.0,0.9999999999999997,1.0,-0.009246505659427712,0.006680649756771809,-0.00042146309057228964,-0.012636161632459205,0.004809510349679803,0.03775009392412601
3,48,mainland,0.0,0.3,selected,50,64,64,0.0,0.0,0.05662405979280534,0.0,0.0,1.0,0.9999999999999997,1.0,-0.009773397469629337,0.006926481960468521,-0.001554727530370649,-0.01712037631786056,0.005058832547925894,0.04503378777619406
3,48,mainland,0.0,0.3,selected,100,64,64,0.0,0.0,0.05662405979280534,0.0,0.0,1.0,0.9999999999999996,1.0,-0.006161656335622396,0.009929306934128159,-0.004010869706044242,-0.03347076554182933,0.006032479312184281,0.06961985408349622
3,48,mainland,0.0,0.3,selected,200,64,64,0.0,0.0,0.05662405979280534,0.0,0.0,1.0,0.9999999999999997,1.0,0.0020798097445178534,0.009662180814443703,-0.01000624203618449,-0.04804332876242394,0.006388145893448122,0.09036103709575752
3,48,mainland,0.0,0.3,selected,400,64,64,0.0,0.0,0.05662405979280534,0.0,0.0,1.0,0.9999999999999997,1.0,-0.004369463451507936,0.009970579158893718,-0.003556968840158699,-0.053730693198347515,0.0066805192759117876,0.09730165674001442
3,48,mainland,0.0,0.7,neutral,10,64,64,0.0,0.0,0.05662405979280534,0.0,0.0,1.0,0.9999999999999997,1.0,0.00413411458333319,0.002566901101545114,1.97758476261356e-16,0.00032552083333332177,0.002995723827638538,2.6020852139652106e-17
3,48,mainland,0.0,0.7,neutral,40,64,64,0.0,0.0,0.05662405979280534,0.0,0.0,1.0,0.9999999999999997,1.0,-0.003955078125000035,0.006422194067255888,1.9255430583342559e-16,0.002132161458333345,0.004879535093175257,2.688821387764051e-17
3,48,mainland,0.0,0.7,neutral,50,64,64,0.0,0.0,0.05662405979280534,0.0,0.0,1.0,0.9999999999999997,1.0,-0.006298828125000048,0.006771287603979485,1.8735013540549517e-16,0.0011393229166666895,0.0053769277228824346,3.209238430557093e-17
3,48,mainland,0.0,0.7,neutral,100,64,64,0.0,0.0,0.05662405979280534,0.0,0.0,1.0,0.9999999999999997,1.0,-0.0067545572916666765,0.008400011233966751,1.8908485888147197e-16,-0.006901041666666643,0.0066260197698038625,1.9949319973733282e-17
3,48,mainland,0.0,0.7,neutral,200,64,64,0.0,0.0,0.05662405979280534,0.0,0.0,1.0,0.9999999999999997,1.0,-0.006087239583333369,0.009114707894025543,2.220446049250313e-16,-0.006412760416666644,0.007430417159019253,3.5561831257524545e-17
3,48,mainland,0.0,0.7,neutral,400,64,64,0.0,0.0,0.05662405979280534,0.0,0.0,1.0,0.9999999999999997,1.0,-0.004801432291666664,0.009175076125003975,1.97758476261356e-16,-0.004866536458333301,0.0077967093605105005,3.5561831257524545e-17
3,48,mainland,0.0,0.7,selected,10,64,64,0.0,0.0,0.05662405979280534,0.0,0.0,1.0,0.9999999999999997,1.0,0.000573156634326135,0.0029576302581166597,0.003398197532340627,0.0020820236990310315,0.0031614857805320144,0.011882820050969078
3,48,mainland,0.0,0.7,selected,40,64,64,0.0,0.0,0.05662405979280534,0.0,0.0,1.0,0.9999999999999997,1.0,-0.00158503342804054,0.005363086244426226,0.005182038636374023,-0.0014935097280610625,0.005552666453019622,0.04104429097806129
3,48,mainland,0.0,0.7,selected,50,64,64,0.0,0.0,0.05662405979280534,0.0,0.0,1.0,0.9999999999999997,1.0,-0.0008184012973677483,0.005735507150531225,0.005245484630701253,-0.0076246271201242935,0.005835003448316143,0.04842866357845788
3,48,mainland,0.0,0.7,selected,100,64,64,0.0,0.0,0.05662405979280534,0.0,0.0,1.0,0.9999999999999996,1.0,-0.004739623204397803,0.008107435859784493,0.005179076329398008,-0.019946442744650187,0.006258259635436048,0.07259943753631715
3,48,mainland,0.0,0.7,selected,200,64,64,0.0,0.0,0.05662405979280534,0.0,0.0,1.0,0.9999999999999996,1.0,0.005734348473358788,0.009759627427314095,-0.0055390359733585946,-0.031526545541656285,0.0064430633047071065,0.09152003512498996
3,48,mainland,0.0,0.7,selected,400,64,64,0.0,0.0,0.05662405979280534,0.0,0.0,1.0,0.9999999999999996,1.0,0.0011867453403055644,0.010527149813592466,-0.0013006776319720408,-0.034508134833595897,0.006324871199781069,0.09770800462526291
3,48,mainland,0.75,0.3,neutral,10,64,64,0.0,0.0,0.05662405979280534,0.0,0.0,1.0,0.9999999999999997,1.0,-0.00034179687499991986,0.0021884218303019707,-4.2500725161431774e-17,0.0035970052083333388,0.0020544471567154428,1.3010426069826053e-17
3,48,mainland,0.75,0.3,neutral,40,64,64,0.0,0.0,0.05662405979280534,0.0,0.0,1.0,0.9999999999999997,1.0,-0.0057128906249999155,0.003832456653914909,-5.0306980803327406e-17,-0.0014160156249999768,0.0042129364514100496,1.3010426069826053e-17
3,48,mainland,0.75,0.3,neutral,50,64,64,0.0,0.0,0.05662405979280534,0.0,0.0,1.0,0.9999999999999997,1.0,-0.005712890624999913,0.004278830418995646,-4.7704895589362195e-17,0.0011067708333333728,0.0048125315722634026,-4.336808689942018e-18
3,48,mainland,0.75,0.3,neutral,100,64,64,0.0,0.0,0.05662405979280534,0.0,0.0,1.0,0.9999999999999997,1.0,-0.0031575520833332484,0.005733531997090742,-4.2500725161431774e-17,0.008984375000000062,0.006642448395789351,1.474514954580286e-17
3,48,mainland,0.75,0.3,neutral,200,64,64,0.0,0.0,0.05662405979280534,0.0,0.0,1.0,0.9999999999999998,1.0,0.0035481770833334,0.007957440730134177,-4.2500725161431774e-17,0.01637369791666682,0.008357308227253562,1.734723475976807e-18
3,48,mainland,0.75,0.3,neutral,400,64,64,0.0,0.0,0.05662405979280534,0.0,0.0,1.0,0.9999999999999998,1.0,0.0008463541666667547,0.008673697532744806,-4.5102810375396984e-17,0.014355468750000171,0.00916682604219535,0.0
3,48,mainland,0.75,0.3,selected,10,64,64,0.0,0.0,0.05662405979280534,0.0,0.0,1.0,0.9999999999999997,1.0,0.0005760882278806004,0.0018720068883639775,0.0002865419804527697,0.001638439175096651,0.002283209293590294,-0.0005153923000966367
3,48,mainland,0.75,0.3,selected,40,64,64,0.0,0.0,0.05662405979280534,0.0,0.0,1.0,0.9999999999999998,1.0,-0.005315538853249986,0.0037659095187402352,9.549269916696822e-06,-0.008787206753800524,0.004255202136303447,-0.0022316734545328168
3,48,mainland,0.75,0.3,selected,50,64,64,0.0,0.0,0.05662405979280534,0.0,0.0,1.0,0.9999999999999997,1.0,-0.004327894454702309,0.004494952364961449,-0.0004898138786309696,-0.005614247597016879,0.004777876272194,-0.002816741986316453
3,48,mainland,0.75,0.3,selected,100,64,64,0.0,0.0,0.05662405979280534,0.0,0.0,1.0,0.9999999999999997,0.9983723958333334,-0.006419941490332089,0.0058465807871641235,-0.002184165990728455,-0.00363367154456021,0.006195518492577354,-0.005196915324798241
3,48,mainland,0.75,0.3,selected,200,64,64,0.0,0.0,0.05662405979280534,0.0,0.0,1.0,0.9999999999999997,1.0,-0.009482573446737912,0.007139923951286001,-0.005279796344928684,0.0024625723256303366,0.006970085089827347,-0.007963874408963624
3,48,mainland,0.75,0.3,selected,400,64,64,0.0,0.0,0.05662405979280534,0.0,0.0,1.0,0.9999999999999997,1.0,-0.01359913776212247,0.008388445616949965,-0.003930159112877444,0.004556068109068561,0.008160850557468131,-0.013507891025735165
3,48,mainland,0.75,0.7,neutral,10,64,64,0.0,0.0,0.05662405979280534,0.0,0.0,1.0,0.9999999999999998,1.0,0.0015624999999999233,0.0024527095865087257,1.9081958235744878e-16,0.004166666666666685,0.002280785441995475,5.204170427930421e-18
3,48,mainland,0.75,0.7,neutral,40,64,64,0.0,0.0,0.05662405979280534,0.0,0.0,1.0,0.9999999999999998,0.9996744791666667,0.0031914893617020525,0.004098160283388553,1.9949319973733282e-16,-0.00191849512411348,0.004401727641546562,2.2551405187698492e-17
3,48,mainland,0.75,0.7,neutral,50,64,64,0.0,0.0,0.05662405979280534,0.0,0.0,1.0,0.9999999999999998,1.0,0.003027343749999953,0.004758310980248512,1.9255430583342559e-16,-0.003727213541666644,0.0045925450931318945,1.734723475976807e-18
3,48,mainland,0.75,0.7,neutral,100,64,64,0.0,0.0,0.05662405979280534,0.0,0.0,1.0,0.9999999999999998,1.0,0.0034016927083333013,0.005988695540886347,1.960237527853792e-16,-0.002067057291666621,0.005581338409319897,1.734723475976807e-18
3,48,mainland,0.75,0.7,neutral,200,64,64,0.0,0.0,0.05662405979280534,0.0,0.0,1.0,0.9999999999999998,0.9993489583333334,-0.0035807291666666557,0.007418443139015419,1.9255430583342559e-16,-0.0010253906249999556,0.007025793531025964,1.9081958235744878e-17
3,48,mainland,0.75,0.7,neutral,400,64,64,0.0,0.0,0.05662405979280534,0.0,0.0,1.0,0.9999999999999999,0.998046875,-0.004378255208333343,0.008468458574031052,1.97758476261356e-16,-0.005350167410714211,0.008077685243634097,8.673617379884035e-19
3,48,mainland,0.75,0.7,selected,10,64,64,0.0,0.0,0.05662405979280534,0.0,0.0,1.0,0.9999999999999996,1.0,0.00014555878502412085,0.002202909267987399,0.0005380349649759721,0.003918762646989539,0.0021755311218801016,3.7633946771645915e-06
3,48,mainland,0.75,0.7,selected,40,64,64,0.0,0.0,0.05662405979280534,0.0,0.0,1.0,0.9999999999999997,1.0,-0.005818627731749312,0.004448608052943975,0.0020588621067495136,-0.00035173704730456,0.004184683667811813,-0.000462065036028741
3,48,mainland,0.75,0.7,selected,50,64,64,0.0,0.0,0.05662405979280534,0.0,0.0,1.0,0.9999999999999997,1.0,-0.007587909404334332,0.005056907774617551,0.0025260604460011805,0.0024743780853214714,0.004434488991824354,-0.000570081210321427
3,48,mainland,0.75,0.7,selected,100,64,64,0.0,0.0,0.05662405979280534,0.0,0.0,1.0,0.9999999999999997,1.0,-0.003924502834816853,0.006074394136953793,0.0037129142931504027,0.008117837160028266,0.005818273455990548,-0.0017213527850281898
3,48,mainland,0.75,0.7,selected,200,64,64,0.0,0.0,0.05662405979280534,0.0,0.0,1.0,0.9999999999999998,1.0,-0.005330997722943844,0.0076005140314347784,-0.00018658040205594105,0.01562237197619287,0.006927895260022349,-0.0054986740595260875
3,48,mainland,0.75,0.7,selected,400,64,64,0.0,0.0,0.05662405979280534,0.0,0.0,1.0,0.9999999999999997,1.0,-0.015215848703480996,0.00842843473429236,0.004913114328481188,0.023003187236603023,0.0077632898629286665,-0.012212171611602898
3,192,both,0.0,0.3,neutral,10,64,64,0.0,0.0,0.05662405979280534,0.0,0.0,1.0,0.9999999999999997,1.0,-0.003409830729166956,0.0016887162814097356,1.2663481374630692e-16,0.00016276041666666175,0.001832987559612001,-1.9949319973733282e-17
3,192,both,0.0,0.3,neutral,40,64,64,0.0,0.0,0.05662405979280534,0.0,0.0,1.0,0.9999999999999997,1.0,-0.0050944010416670345,0.003981733362288181,1.3877787807814457e-16,-0.001961263020833372,0.003572970117338608,-1.3877787807814457e-17
3,192,both,0.0,0.3,neutral,50,64,64,0.0,0.0,0.05662405979280534,0.0,0.0,1.0,0.9999999999999998,1.0,-0.0042765299479170064,0.004295131977531586,1.3617579286417936e-16,-0.0009969075520834423,0.004041345498916949,-1.734723475976807e-18
3,192,both,0.0,0.3,neutral,100,64,64,0.0,0.0,0.05662405979280534,0.0,0.0,1.0,0.9999999999999997,1.0,-0.0006510416666670785,0.004865437699322647,1.465841337200402e-16,0.0004109700520831339,0.004849071877906757,-1.734723475976807e-18
3,192,both,0.0,0.3,neutral,200,64,64,0.0,0.0,0.05662405979280534,0.0,0.0,1.0,0.9999999999999997,1.0,-0.009672037760417125,0.006670798245553742,1.5352302762394743e-16,-0.0002807617187503041,0.006769298721901282,-1.9081958235744878e-17
3,192,both,0.0,0.3,neutral,400,64,64,0.0,0.0,0.05662405979280534,0.0,0.0,1.0,0.9999999999999997,1.0,-0.018001302083333802,0.00800804249109165,1.6740081543176188e-16,-0.005615234375000285,0.007550011517501277,-1.9081958235744878e-17
3,192,both,0.0,0.3,selected,10,64,64,0.0,0.0,0.05662405979280534,0.0,0.0,1.0,0.9999999999999998,1.0,-0.0012614708240209164,0.0016588660218463983,0.0050985476469373615,0.0002480863980369504,0.0017418513002664519,0.0007976492790462923
3,192,both,0.0,0.3,selected,40,64,64,0.0,0.0,0.05662405979280534,0.0,0.0,1.0,0.9999999999999998,1.0,-4.337596475366542e-05,0.0033392471092396556,0.011371500964753405,0.003557649615666611,0.002716035118422007,-0.02893199857399986
3,192,both,0.0,0.3,selected,50,64,64,0.0,0.0,0.05662405979280534,0.0,0.0,1.0,0.9999999999999996,1.0,-0.0005481397017374594,0.003352960170458571,0.012022749076737223,0.008389330786297201,0.0032001636508189484,-0.03705957818213039
3,192,both,0.0,0.3,selected,100,64,64,0.0,0.0,0.05662405979280534,0.0,0.0,1.0,0.9999999999999997,1.0,0.0029345198128563434,0.006064211802439286,0.007396697635060092,0.016871415071327278,0.0043473785194935765,-0.06784797757132707
3,192,both,0.0,0.3,selected,200,64,64,0.0,0.0,0.05662405979280534,0.0,0.0,1.0,0.9999999999999996,1.0,6.564967378009908e-05,0.006916328392537094,0.0035435625658028526,0.0176565156888943,0.004915211146465869,-0.09084987506389425
