campaign,environment,survival,selfing,control,year,variant,depression,ovule_effort,pollen_effort,all_pairs,paired_survivors,low_start_extinctions,high_start_extinctions,access_distance_change,access_distance_change_mcse,convergence,stable,divergence
assurance,both,0.75,0.1,neutral,10,a0.1_d0.9,0.9,lifetime,lifetime,256,253,2,1,-0.002766333250566832,0.0019107269668631273,70,132,51
assurance,both,0.75,0.1,neutral,40,a0.1_d0.0,0.0,lifetime,lifetime,256,155,64,55,-0.00050116973388309,0.005048598264876784,55,44,56
assurance,both,0.75,0.1,neutral,40,a0.1_d0.5,0.5,lifetime,lifetime,256,2,221,223,-0.08823202258555524,0.009754887218476394,2,0,0
assurance,both,0.75,0.1,neutral,40,a0.1_d0.9,0.9,lifetime,lifetime,256,0,254,255,,,0,0,0
assurance,both,0.75,0.1,neutral,50,a0.1_d0.0,0.0,lifetime,lifetime,256,75,122,110,0.002967107046221015,0.007299998954876744,27,16,32
assurance,both,0.75,0.1,neutral,50,a0.1_d0.5,0.5,lifetime,lifetime,256,0,245,245,,,0,0,0
assurance,both,0.75,0.1,neutral,50,a0.1_d0.9,0.9,lifetime,lifetime,256,0,256,256,,,0,0,0
assurance,both,0.75,0.1,neutral,100,a0.1_d0.0,0.0,lifetime,lifetime,256,0,247,243,,,0,0,0
assurance,both,0.75,0.1,neutral,100,a0.1_d0.5,0.5,lifetime,lifetime,256,0,256,256,,,0,0,0
assurance,both,0.75,0.1,neutral,100,a0.1_d0.9,0.9,lifetime,lifetime,256,0,256,256,,,0,0,0
assurance,both,0.75,0.1,neutral,200,a0.1_d0.0,0.0,lifetime,lifetime,256,0,255,256,,,0,0,0
assurance,both,0.75,0.1,neutral,200,a0.1_d0.5,0.5,lifetime,lifetime,256,0,256,256,,,0,0,0
assurance,both,0.75,0.1,neutral,200,a0.1_d0.9,0.9,lifetime,lifetime,256,0,256,256,,,0,0,0
assurance,both,0.75,0.1,neutral,400,a0.1_d0.0,0.0,lifetime,lifetime,256,0,256,256,,,0,0,0
assurance,both,0.75,0.1,neutral,400,a0.1_d0.5,0.5,lifetime,lifetime,256,0,256,256,,,0,0,0
assurance,both,0.75,0.1,neutral,400,a0.1_d0.9,0.9,lifetime,lifetime,256,0,256,256,,,0,0,0
assurance,both,0.75,0.1,selected,10,a0.1_d0.0,0.0,lifetime,lifetime,256,256,0,0,0.0006306154913493696,0.0012858053099778107,38,176,42
assurance,both,0.75,0.1,selected,10,a0.1_d0.5,0.5,lifetime,lifetime,256,256,0,0,-0.002267962661005556,0.0016201100050246672,70,130,56
assurance,both,0.75,0.1,selected,10,a0.1_d0.9,0.9,lifetime,lifetime,256,253,2,1,-0.0038905236815622393,0.0019469633652435207,80,119,54
assurance,both,0.75,0.1,selected,40,a0.1_d0.0,0.0,lifetime,lifetime,256,157,63,53,-0.00864790586910192,0.00472665354864076,63,46,48
assurance,both,0.75,0.1,selected,40,a0.1_d0.5,0.5,lifetime,lifetime,256,5,214,223,-0.06074493354274435,0.025870784300839285,4,0,1
assurance,both,0.75,0.1,selected,40,a0.1_d0.9,0.9,lifetime,lifetime,256,0,254,254,,,0,0,0
assurance,both,0.75,0.1,selected,50,a0.1_d0.0,0.0,lifetime,lifetime,256,73,121,109,-0.010036115701489231,0.007542218720843985,29,23,21
assurance,both,0.75,0.1,selected,50,a0.1_d0.5,0.5,lifetime,lifetime,256,1,243,240,-0.09692764474231447,,1,0,0
assurance,both,0.75,0.1,selected,50,a0.1_d0.9,0.9,lifetime,lifetime,256,0,255,255,,,0,0,0
assurance,both,0.75,0.1,selected,100,a0.1_d0.0,0.0,lifetime,lifetime,256,1,244,242,0.05415877019427745,,0,0,1
assurance,both,0.75,0.1,selected,100,a0.1_d0.5,0.5,lifetime,lifetime,256,0,256,255,,,0,0,0
assurance,both,0.75,0.1,selected,100,a0.1_d0.9,0.9,lifetime,lifetime,256,0,256,256,,,0,0,0
assurance,both,0.75,0.1,selected,200,a0.1_d0.0,0.0,lifetime,lifetime,256,0,256,256,,,0,0,0
assurance,both,0.75,0.1,selected,200,a0.1_d0.5,0.5,lifetime,lifetime,256,0,256,256,,,0,0,0
assurance,both,0.75,0.1,selected,200,a0.1_d0.9,0.9,lifetime,lifetime,256,0,256,256,,,0,0,0
assurance,both,0.75,0.1,selected,400,a0.1_d0.0,0.0,lifetime,lifetime,256,0,256,256,,,0,0,0
assurance,both,0.75,0.1,selected,400,a0.1_d0.5,0.5,lifetime,lifetime,256,0,256,256,,,0,0,0
assurance,both,0.75,0.1,selected,400,a0.1_d0.9,0.9,lifetime,lifetime,256,0,256,256,,,0,0,0
assurance,both,0.75,0.5,neutral,10,a0.5_d0.0,0.0,lifetime,lifetime,256,256,0,0,0.000399113666519923,0.000538065250750278,7,244,5
assurance,both,0.75,0.5,neutral,10,a0.5_d0.5,0.5,lifetime,lifetime,256,256,0,0,0.0004753944409786636,0.000725079399843813,12,231,13
assurance,both,0.75,0.5,neutral,10,a0.5_d0.9,0.9,lifetime,lifetime,256,256,0,0,-0.002897243102984479,0.0016317342353277865,60,145,51
assurance,both,0.75,0.5,neutral,40,a0.5_d0.0,0.0,lifetime,lifetime,256,256,0,0,0.002502490218391419,0.002000057372949134,51,144,61
assurance,both,0.75,0.5,neutral,40,a0.5_d0.5,0.5,lifetime,lifetime,256,256,0,0,-0.0018903461621239046,0.0021261297471321093,75,120,61
assurance,both,0.75,0.5,neutral,40,a0.5_d0.9,0.9,lifetime,lifetime,256,2,221,223,-0.08823202258555524,0.009754887218476394,2,0,0
assurance,both,0.75,0.5,neutral,50,a0.5_d0.0,0.0,lifetime,lifetime,256,256,0,0,0.004272803111027525,0.0022416257052281937,55,127,74
assurance,both,0.75,0.5,neutral,50,a0.5_d0.5,0.5,lifetime,lifetime,256,256,0,0,-0.0013759994182552821,0.0024114505352844607,82,102,72
assurance,both,0.75,0.5,neutral,50,a0.5_d0.9,0.9,lifetime,lifetime,256,0,245,245,,,0,0,0
assurance,both,0.75,0.5,neutral,100,a0.5_d0.0,0.0,lifetime,lifetime,256,256,0,0,0.003441774126924767,0.003246139994668492,70,100,86
assurance,both,0.75,0.5,neutral,100,a0.5_d0.5,0.5,lifetime,lifetime,256,256,0,0,-0.00046239499007402524,0.0034329600272023884,92,71,93
assurance,both,0.75,0.5,neutral,100,a0.5_d0.9,0.9,lifetime,lifetime,256,0,256,256,,,0,0,0
assurance,both,0.75,0.5,neutral,200,a0.5_d0.0,0.0,lifetime,lifetime,256,256,0,0,0.0016048367039870508,0.0042175310923642274,93,67,96
assurance,both,0.75,0.5,neutral,200,a0.5_d0.5,0.5,lifetime,lifetime,256,256,0,0,-0.002518035990383996,0.004529248241429181,103,58,95
assurance,both,0.75,0.5,neutral,200,a0.5_d0.9,0.9,lifetime,lifetime,256,0,256,256,,,0,0,0
assurance,both,0.75,0.5,neutral,400,a0.5_d0.0,0.0,lifetime,lifetime,256,256,0,0,0.0023215745864820702,0.004631159433066593,91,72,93
assurance,both,0.75,0.5,neutral,400,a0.5_d0.5,0.5,lifetime,lifetime,256,256,0,0,-0.0011571080114411558,0.004890632130819059,98,66,92
assurance,both,0.75,0.5,neutral,400,a0.5_d0.9,0.9,lifetime,lifetime,256,0,256,256,,,0,0,0
assurance,both,0.75,0.5,selected,10,a0.5_d0.0,0.0,lifetime,lifetime,256,256,0,0,0.00045702313769446366,0.0005790907969887052,8,241,7
assurance,both,0.75,0.5,selected,10,a0.5_d0.5,0.5,lifetime,lifetime,256,256,0,0,-0.0006589854534930647,0.0008169668860443605,15,228,13
assurance,both,0.75,0.5,selected,10,a0.5_d0.9,0.9,lifetime,lifetime,256,256,0,0,-0.002267962661005556,0.0016201100050246672,70,130,56
assurance,both,0.75,0.5,selected,40,a0.5_d0.0,0.0,lifetime,lifetime,256,256,0,0,0.0011053132773772407,0.0020518983760518194,61,131,64
assurance,both,0.75,0.5,selected,40,a0.5_d0.5,0.5,lifetime,lifetime,256,256,0,0,-0.003314449664882606,0.002183859807799397,83,106,67
assurance,both,0.75,0.5,selected,40,a0.5_d0.9,0.9,lifetime,lifetime,256,5,214,223,-0.06074493354274435,0.025870784300839285,4,0,1
assurance,both,0.75,0.5,selected,50,a0.5_d0.0,0.0,lifetime,lifetime,256,256,0,0,0.0006073516588203961,0.0024302690773747608,69,118,69
assurance,both,0.75,0.5,selected,50,a0.5_d0.5,0.5,lifetime,lifetime,256,256,0,0,-0.0033287194478219743,0.0025157794491006457,83,102,71
assurance,both,0.75,0.5,selected,50,a0.5_d0.9,0.9,lifetime,lifetime,256,1,243,240,-0.09692764474231447,,1,0,0
assurance,both,0.75,0.5,selected,100,a0.5_d0.0,0.0,lifetime,lifetime,256,256,0,0,0.004819579877610147,0.0033304175907599783,72,103,81
assurance,both,0.75,0.5,selected,100,a0.5_d0.5,0.5,lifetime,lifetime,256,256,0,0,-0.0013177113006961289,0.0036039580951289,94,72,90
assurance,both,0.75,0.5,selected,100,a0.5_d0.9,0.9,lifetime,lifetime,256,0,256,255,,,0,0,0
assurance,both,0.75,0.5,selected,200,a0.5_d0.0,0.0,lifetime,lifetime,256,256,0,0,0.005867781128723478,0.00405494683361283,81,83,92
assurance,both,0.75,0.5,selected,200,a0.5_d0.5,0.5,lifetime,lifetime,256,256,0,0,-0.0035792270075579355,0.004475607820622659,105,54,97
assurance,both,0.75,0.5,selected,200,a0.5_d0.9,0.9,lifetime,lifetime,256,0,256,256,,,0,0,0
assurance,both,0.75,0.5,selected,400,a0.5_d0.0,0.0,lifetime,lifetime,256,256,0,0,0.0024167865635377527,0.0042989365550419175,81,86,89
assurance,both,0.75,0.5,selected,400,a0.5_d0.5,0.5,lifetime,lifetime,256,256,0,0,-0.0036439369160070623,0.004589833119626094,97,64,95
assurance,both,0.75,0.5,selected,400,a0.5_d0.9,0.9,lifetime,lifetime,256,0,256,256,,,0,0,0
assurance,mainland,0.0,0.1,neutral,10,a0.1_d0.0,0.0,lifetime,lifetime,256,256,0,0,-0.000870335190081041,0.0015095828121441716,56,157,43
assurance,mainland,0.0,0.1,neutral,10,a0.1_d0.5,0.5,lifetime,lifetime,256,247,7,2,-0.000696142457807082,0.0014089454293843512,41,169,37
assurance,mainland,0.0,0.1,neutral,10,a0.1_d0.9,0.9,lifetime,lifetime,256,230,21,5,-6.33298987448538e-05,0.001126307290494288,26,180,24
assurance,mainland,0.0,0.1,neutral,40,a0.1_d0.0,0.0,lifetime,lifetime,256,230,22,4,-0.003611970389712768,0.003114524752835406,80,73,77
assurance,mainland,0.0,0.1,neutral,40,a0.1_d0.5,0.5,lifetime,lifetime,256,177,55,28,-0.0021883178807907853,0.003108387372993273,57,72,48
assurance,mainland,0.0,0.1,neutral,40,a0.1_d0.9,0.9,lifetime,lifetime,256,135,84,46,-0.0016665082008965844,0.0038311086468203657,47,45,43
assurance,mainland,0.0,0.1,neutral,50,a0.1_d0.0,0.0,lifetime,lifetime,256,226,25,6,-0.004358700540356602,0.003570512078773373,84,74,68
assurance,mainland,0.0,0.1,neutral,50,a0.1_d0.5,0.5,lifetime,lifetime,256,158,64,42,-0.0007003727147387556,0.003561416035500439,51,59,48
assurance,mainland,0.0,0.1,neutral,50,a0.1_d0.9,0.9,lifetime,lifetime,256,110,99,60,-0.0013447078541010808,0.004323988886929739,32,46,32
assurance,mainland,0.0,0.1,neutral,100,a0.1_d0.0,0.0,lifetime,lifetime,256,189,40,34,-0.002340281549590725,0.004656406192819487,71,47,71
assurance,mainland,0.0,0.1,neutral,100,a0.1_d0.5,0.5,lifetime,lifetime,256,94,113,94,0.007968352829022897,0.006215332737202348,33,26,35
assurance,mainland,0.0,0.1,neutral,100,a0.1_d0.9,0.9,lifetime,lifetime,256,48,153,122,-0.018823217815653374,0.008351535942046689,23,13,12
assurance,mainland,0.0,0.1,neutral,200,a0.1_d0.0,0.0,lifetime,lifetime,256,105,97,88,-0.004634958462766289,0.007612981371891952,50,17,38
assurance,mainland,0.0,0.1,neutral,200,a0.1_d0.5,0.5,lifetime,lifetime,256,16,193,167,-0.017486838481007724,0.01648012822709383,7,5,4
assurance,mainland,0.0,0.1,neutral,200,a0.1_d0.9,0.9,lifetime,lifetime,256,8,216,202,-0.01317838769426611,0.017563520937134394,2,5,1
assurance,mainland,0.0,0.1,neutral,400,a0.1_d0.0,0.0,lifetime,lifetime,256,32,167,166,-0.017162876594499315,0.01442267429271844,15,7,10
assurance,mainland,0.0,0.1,neutral,400,a0.1_d0.5,0.5,lifetime,lifetime,256,0,238,239,,,0,0,0
assurance,mainland,0.0,0.1,neutral,400,a0.1_d0.9,0.9,lifetime,lifetime,256,0,249,248,,,0,0,0
assurance,mainland,0.0,0.1,selected,10,a0.1_d0.0,0.0,lifetime,lifetime,256,256,0,0,0.00032766992474855556,0.0025810078870862193,77,98,81
assurance,mainland,0.0,0.1,selected,10,a0.1_d0.5,0.5,lifetime,lifetime,256,248,8,0,0.003723876463322237,0.002823556634652079,80,72,96
assurance,mainland,0.0,0.1,selected,10,a0.1_d0.9,0.9,lifetime,lifetime,256,235,17,4,0.0006933145672750571,0.00295053471757812,72,89,74
assurance,mainland,0.0,0.1,selected,40,a0.1_d0.0,0.0,lifetime,lifetime,256,238,15,4,-0.003357694928845435,0.00526513805322112,100,47,91
assurance,mainland,0.0,0.1,selected,40,a0.1_d0.5,0.5,lifetime,lifetime,256,188,45,28,-0.0023263216251876665,0.006155277406905702,77,33,78
assurance,mainland,0.0,0.1,selected,40,a0.1_d0.9,0.9,lifetime,lifetime,256,160,67,35,-0.0021053807686001722,0.006535082035858478,68,24,68
assurance,mainland,0.0,0.1,selected,50,a0.1_d0.0,0.0,lifetime,lifetime,256,231,20,8,-0.002596705153647641,0.005700483598886842,100,37,94
assurance,mainland,0.0,0.1,selected,50,a0.1_d0.5,0.5,lifetime,lifetime,256,173,52,38,-0.00452420905868599,0.006794046252195824,73,31,69
assurance,mainland,0.0,0.1,selected,50,a0.1_d0.9,0.9,lifetime,lifetime,256,144,75,48,-0.007033520153893062,0.007453919601343113,68,20,56
assurance,mainland,0.0,0.1,selected,100,a0.1_d0.0,0.0,lifetime,lifetime,256,191,37,34,0.004404001818878478,0.006822908549791259,77,27,87
assurance,mainland,0.0,0.1,selected,100,a0.1_d0.5,0.5,lifetime,lifetime,256,110,93,83,-0.010312063061537634,0.008593464367273188,45,18,47
assurance,mainland,0.0,0.1,selected,100,a0.1_d0.9,0.9,lifetime,lifetime,256,74,130,101,-0.016222875313535515,0.011454806551024127,33,11,30
assurance,mainland,0.0,0.1,selected,200,a0.1_d0.0,0.0,lifetime,lifetime,256,109,100,80,-0.0013092605440953428,0.009886380169941204,50,10,49
assurance,mainland,0.0,0.1,selected,200,a0.1_d0.5,0.5,lifetime,lifetime,256,27,181,162,-0.0409630409201828,0.01613081317419153,15,5,7
assurance,mainland,0.0,0.1,selected,200,a0.1_d0.9,0.9,lifetime,lifetime,256,12,209,186,-0.06648441129876889,0.03015611750106948,7,3,2
assurance,mainland,0.0,0.1,selected,400,a0.1_d0.0,0.0,lifetime,lifetime,256,35,170,157,-0.00992598753385518,0.01705007029852446,17,3,15
assurance,mainland,0.0,0.1,selected,400,a0.1_d0.5,0.5,lifetime,lifetime,256,3,236,232,-0.06810000027338096,0.012358355259058637,3,0,0
assurance,mainland,0.0,0.1,selected,400,a0.1_d0.9,0.9,lifetime,lifetime,256,0,246,246,,,0,0,0
assurance,mainland,0.0,0.5,neutral,10,a0.5_d0.0,0.0,lifetime,lifetime,256,256,0,0,0.0017256069080989242,0.0015703436262848476,46,157,53
assurance,mainland,0.0,0.5,neutral,10,a0.5_d0.5,0.5,lifetime,lifetime,256,256,0,0,0.0013919728396896717,0.001545760838887271,46,157,53
assurance,mainland,0.0,0.5,neutral,10,a0.5_d0.9,0.9,lifetime,lifetime,256,247,7,2,-0.000696142457807082,0.0014089454293843512,41,169,37
assurance,mainland,0.0,0.5,neutral,40,a0.5_d0.0,0.0,lifetime,lifetime,256,256,0,0,0.0016166315724011487,0.0032563508772203075,86,75,95
assurance,mainland,0.0,0.5,neutral,40,a0.5_d0.5,0.5,lifetime,lifetime,256,256,0,0,0.006814492569313331,0.0029883134699020568,67,87,102
assurance,mainland,0.0,0.5,neutral,40,a0.5_d0.9,0.9,lifetime,lifetime,256,177,55,28,-0.0021883178807907853,0.003108387372993273,57,72,48
assurance,mainland,0.0,0.5,neutral,50,a0.5_d0.0,0.0,lifetime,lifetime,256,256,0,0,0.0015220048232877119,0.0034188269800795707,93,71,92
assurance,mainland,0.0,0.5,neutral,50,a0.5_d0.5,0.5,lifetime,lifetime,256,256,0,0,0.008055051503861741,0.0034404660719236937,80,67,109
assurance,mainland,0.0,0.5,neutral,50,a0.5_d0.9,0.9,lifetime,lifetime,256,158,64,42,-0.0007003727147387556,0.003561416035500439,51,59,48
assurance,mainland,0.0,0.5,neutral,100,a0.5_d0.0,0.0,lifetime,lifetime,256,256,0,0,0.0032402311861716563,0.004177565750297212,96,68,92
assurance,mainland,0.0,0.5,neutral,100,a0.5_d0.5,0.5,lifetime,lifetime,256,256,0,0,0.005063923410452708,0.004453711699199305,90,59,107
assurance,mainland,0.0,0.5,neutral,100,a0.5_d0.9,0.9,lifetime,lifetime,256,94,113,94,0.007968352829022897,0.006215332737202348,33,26,35
assurance,mainland,0.0,0.5,neutral,200,a0.5_d0.0,0.0,lifetime,lifetime,256,256,0,0,0.007363853676620126,0.004649816293262703,89,71,96
assurance,mainland,0.0,0.5,neutral,200,a0.5_d0.5,0.5,lifetime,lifetime,256,256,0,0,0.003630363467725887,0.004793605045699303,93,54,109
