campaign,environment,survival,selfing,start,year,variant,depression,ovule_effort,pollen_effort,all_pairs,paired_survivors,selected_extinctions,neutral_extinctions,access_selected_minus_neutral,access_mcse,investment_selected_minus_neutral,investment_mcse,extinction_difference,extinction_difference_mcse
assurance,both,0.0,0.1,0.7,10,a0.1_d0.9,0.9,lifetime,lifetime,256,82,163,172,-0.0005331093368317837,0.004473197149401615,0.020924555682687,0.0031253525137753444,-0.03515625,0.013938983011533995
assurance,both,0.0,0.1,0.7,40,a0.1_d0.0,0.0,lifetime,lifetime,256,24,226,222,-0.023139173607816556,0.013193292533540613,0.02966365566050566,0.012767116914750245,0.015625,0.015625
assurance,both,0.0,0.1,0.7,40,a0.1_d0.5,0.5,lifetime,lifetime,256,9,246,247,-0.05768226000106248,0.02392459521406882,0.057982234384865765,0.017250910901761608,-0.00390625,0.00390625
assurance,both,0.0,0.1,0.7,40,a0.1_d0.9,0.9,lifetime,lifetime,256,5,251,251,-0.05961532907705804,0.014304545812425382,0.021975025385966473,0.02524314110852651,0.0,0.0
assurance,both,0.0,0.1,0.7,50,a0.1_d0.0,0.0,lifetime,lifetime,256,8,245,243,-0.056557251154059435,0.019970849545774556,0.03197442345669135,0.026300434849751787,0.0078125,0.011059370056830614
assurance,both,0.0,0.1,0.7,50,a0.1_d0.5,0.5,lifetime,lifetime,256,3,253,253,-0.05799840894197753,0.03955918690968017,0.05205549198463174,0.07425914079151007,0.0,0.0
assurance,both,0.0,0.1,0.7,50,a0.1_d0.9,0.9,lifetime,lifetime,256,2,254,254,-0.00031190966984384616,0.05824747034478061,0.0016367875415789213,0.011733205564276594,0.0,0.0
assurance,both,0.0,0.1,0.7,100,a0.1_d0.0,0.0,lifetime,lifetime,256,0,256,256,,,,,0.0,0.0
assurance,both,0.0,0.1,0.7,100,a0.1_d0.5,0.5,lifetime,lifetime,256,0,256,256,,,,,0.0,0.0
assurance,both,0.0,0.1,0.7,100,a0.1_d0.9,0.9,lifetime,lifetime,256,0,256,256,,,,,0.0,0.0
assurance,both,0.0,0.1,0.7,200,a0.1_d0.0,0.0,lifetime,lifetime,256,0,256,256,,,,,0.0,0.0
assurance,both,0.0,0.1,0.7,200,a0.1_d0.5,0.5,lifetime,lifetime,256,0,256,256,,,,,0.0,0.0
assurance,both,0.0,0.1,0.7,200,a0.1_d0.9,0.9,lifetime,lifetime,256,0,256,256,,,,,0.0,0.0
assurance,both,0.0,0.1,0.7,400,a0.1_d0.0,0.0,lifetime,lifetime,256,0,256,256,,,,,0.0,0.0
assurance,both,0.0,0.1,0.7,400,a0.1_d0.5,0.5,lifetime,lifetime,256,0,256,256,,,,,0.0,0.0
assurance,both,0.0,0.1,0.7,400,a0.1_d0.9,0.9,lifetime,lifetime,256,0,256,256,,,,,0.0,0.0
assurance,both,0.0,0.5,0.3,10,a0.5_d0.0,0.0,lifetime,lifetime,256,256,0,0,-0.0013861944135925733,0.0016023711224464115,-0.005021572475868015,0.0015735101891487507,0.0,0.0
assurance,both,0.0,0.5,0.3,10,a0.5_d0.5,0.5,lifetime,lifetime,256,256,0,0,0.0016577736556486046,0.0019446874527207511,0.0005643561518667156,0.0017389776546902578,0.0,0.0
assurance,both,0.0,0.5,0.3,10,a0.5_d0.9,0.9,lifetime,lifetime,256,131,101,118,-0.005548192312027598,0.0036497743317725033,0.016141671895318333,0.0026822427614155895,-0.06640625,0.021391216812270377
assurance,both,0.0,0.5,0.3,40,a0.5_d0.0,0.0,lifetime,lifetime,256,256,0,0,0.0038795319086267627,0.0034936044063617042,-0.02761203477905996,0.0031955565464919654,0.0,0.0
assurance,both,0.0,0.5,0.3,40,a0.5_d0.5,0.5,lifetime,lifetime,256,256,0,0,0.004626917609377341,0.004093407226871163,-0.010704362827255266,0.00367766364543043,0.0,0.0
assurance,both,0.0,0.5,0.3,40,a0.5_d0.9,0.9,lifetime,lifetime,256,2,254,254,-0.02658608912914609,0.02977614643232498,-0.016557655748201644,0.0069598910344641765,0.0,0.0
assurance,both,0.0,0.5,0.3,50,a0.5_d0.0,0.0,lifetime,lifetime,256,256,0,0,0.0035703535402014847,0.0037219701283913707,-0.03048027269150002,0.0033442400291188784,0.0,0.0
assurance,both,0.0,0.5,0.3,50,a0.5_d0.5,0.5,lifetime,lifetime,256,256,0,0,0.005444975085834197,0.004305936189852276,-0.015209460289370475,0.003950625906003707,0.0,0.0
assurance,both,0.0,0.5,0.3,50,a0.5_d0.9,0.9,lifetime,lifetime,256,0,256,256,,,,,0.0,0.0
assurance,both,0.0,0.5,0.3,100,a0.5_d0.0,0.0,lifetime,lifetime,256,256,0,0,0.0051700239619544425,0.004382367353611808,-0.040475729907243393,0.003861351790587304,0.0,0.0
assurance,both,0.0,0.5,0.3,100,a0.5_d0.5,0.5,lifetime,lifetime,256,256,0,0,0.011656606357914108,0.004960915591564558,-0.022015006068678122,0.004448932365295847,0.0,0.0
assurance,both,0.0,0.5,0.3,100,a0.5_d0.9,0.9,lifetime,lifetime,256,0,256,256,,,,,0.0,0.0
assurance,both,0.0,0.5,0.3,200,a0.5_d0.0,0.0,lifetime,lifetime,256,256,0,0,0.00425159337934258,0.004457547900869938,-0.04355290279147499,0.0041364809209663836,0.0,0.0
assurance,both,0.0,0.5,0.3,200,a0.5_d0.5,0.5,lifetime,lifetime,256,256,0,0,0.011609163323250793,0.005191310379269534,-0.0239789574784137,0.004652834567090535,0.0,0.0
assurance,both,0.0,0.5,0.3,200,a0.5_d0.9,0.9,lifetime,lifetime,256,0,256,256,,,,,0.0,0.0
assurance,both,0.0,0.5,0.3,400,a0.5_d0.0,0.0,lifetime,lifetime,256,256,0,0,0.0038693182917499836,0.004523110139767932,-0.04385997120686027,0.004157858175719948,0.0,0.0
assurance,both,0.0,0.5,0.3,400,a0.5_d0.5,0.5,lifetime,lifetime,256,256,0,0,0.012098324260479396,0.005244101704155001,-0.02362134331721069,0.004646427971281081,0.0,0.0
assurance,both,0.0,0.5,0.3,400,a0.5_d0.9,0.9,lifetime,lifetime,256,0,256,256,,,,,0.0,0.0
assurance,both,0.0,0.5,0.7,10,a0.5_d0.0,0.0,lifetime,lifetime,256,256,0,0,-0.000826613937025007,0.001510119122812951,-0.005259853445188311,0.0014849920475364944,0.0,0.0
assurance,both,0.0,0.5,0.7,10,a0.5_d0.5,0.5,lifetime,lifetime,256,256,0,0,-0.0027422608138096436,0.0020005788864833306,0.0010584562151943024,0.0016479925787216173,0.0,0.0
assurance,both,0.0,0.5,0.7,10,a0.5_d0.9,0.9,lifetime,lifetime,256,128,116,120,-0.001247909578801474,0.003901627249847433,0.009994590629644085,0.0037548397335053726,-0.015625,0.017476130429929893
assurance,both,0.0,0.5,0.7,40,a0.5_d0.0,0.0,lifetime,lifetime,256,256,0,0,-0.0018965568857952611,0.0032792136308265806,-0.023947288779457003,0.0031476620789659205,0.0,0.0
assurance,both,0.0,0.5,0.7,40,a0.5_d0.5,0.5,lifetime,lifetime,256,256,0,0,-0.003900591668884783,0.003988391163189396,-0.009154775278784246,0.003404316329626044,0.0,0.0
assurance,both,0.0,0.5,0.7,40,a0.5_d0.9,0.9,lifetime,lifetime,256,9,246,247,-0.05768226000106248,0.02392459521406882,0.057982234384865765,0.017250910901761608,-0.00390625,0.00390625
assurance,both,0.0,0.5,0.7,50,a0.5_d0.0,0.0,lifetime,lifetime,256,256,0,0,-0.0014747980945584637,0.003596295901366004,-0.028666137698358442,0.003394047365626212,0.0,0.0
assurance,both,0.0,0.5,0.7,50,a0.5_d0.5,0.5,lifetime,lifetime,256,256,0,0,-0.0025230135755370964,0.0041718766806499,-0.009770573015158842,0.0037614142329823116,0.0,0.0
assurance,both,0.0,0.5,0.7,50,a0.5_d0.9,0.9,lifetime,lifetime,256,3,253,253,-0.05799840894197753,0.03955918690968017,0.05205549198463174,0.07425914079151007,0.0,0.0
assurance,both,0.0,0.5,0.7,100,a0.5_d0.0,0.0,lifetime,lifetime,256,256,0,0,-0.0025405128232534697,0.004181167951619975,-0.037385504611295015,0.0042217214517629095,0.0,0.0
assurance,both,0.0,0.5,0.7,100,a0.5_d0.5,0.5,lifetime,lifetime,256,256,0,0,-0.0019434885801048836,0.00485903889552446,-0.015641378077144868,0.004357652470418463,0.0,0.0
assurance,both,0.0,0.5,0.7,100,a0.5_d0.9,0.9,lifetime,lifetime,256,0,256,256,,,,,0.0,0.0
assurance,both,0.0,0.5,0.7,200,a0.5_d0.0,0.0,lifetime,lifetime,256,256,0,0,-0.004307552041602053,0.004580031313719376,-0.04049375720084322,0.0044799599774228175,0.0,0.0
assurance,both,0.0,0.5,0.7,200,a0.5_d0.5,0.5,lifetime,lifetime,256,256,0,0,-0.0006377620321322622,0.005083617395598518,-0.017135539014339018,0.004605752412607504,0.0,0.0
assurance,both,0.0,0.5,0.7,200,a0.5_d0.9,0.9,lifetime,lifetime,256,0,256,256,,,,,0.0,0.0
assurance,both,0.0,0.5,0.7,400,a0.5_d0.0,0.0,lifetime,lifetime,256,256,0,0,-0.0036543348972258942,0.004580659216870064,-0.03938784883824835,0.004526551346230141,0.0,0.0
assurance,both,0.0,0.5,0.7,400,a0.5_d0.5,0.5,lifetime,lifetime,256,256,0,0,-0.0001386776639442427,0.005092552995739949,-0.017810965628887912,0.0046761953768642145,0.0,0.0
assurance,both,0.0,0.5,0.7,400,a0.5_d0.9,0.9,lifetime,lifetime,256,0,256,256,,,,,0.0,0.0
assurance,both,0.75,0.1,0.3,10,a0.1_d0.0,0.0,lifetime,lifetime,256,256,0,0,-0.0005280619792848128,0.0007922094406531005,-0.00120181882534144,0.0008720241577774478,0.0,0.0
assurance,both,0.75,0.1,0.3,10,a0.1_d0.5,0.5,lifetime,lifetime,256,256,0,0,-0.0007541601807066266,0.0009091359433456522,0.0006908577427276151,0.0009220057974978733,0.0,0.0
assurance,both,0.75,0.1,0.3,10,a0.1_d0.9,0.9,lifetime,lifetime,256,254,2,2,6.22028179128709e-05,0.0013311420752107077,0.0015608366346233121,0.0010748756874959992,0.0,0.0
assurance,both,0.75,0.1,0.3,40,a0.1_d0.0,0.0,lifetime,lifetime,256,170,63,64,0.0028126113441744355,0.0038938095102781086,-0.005214564486897499,0.004290279331301787,-0.00390625,0.02625411199994464
assurance,both,0.75,0.1,0.3,40,a0.1_d0.5,0.5,lifetime,lifetime,256,28,214,221,0.008915490613977856,0.012446880515122907,-0.004542944485807665,0.010259124545853416,-0.02734375,0.017853825792671134
assurance,both,0.75,0.1,0.3,40,a0.1_d0.9,0.9,lifetime,lifetime,256,0,254,254,,,,,0.0,0.00782780363856437
assurance,both,0.75,0.1,0.3,50,a0.1_d0.0,0.0,lifetime,lifetime,256,100,121,122,2.240469638604331e-05,0.006046934502106357,-0.010733410661974046,0.006310626381011275,-0.00390625,0.03251038996581195
assurance,both,0.75,0.1,0.3,50,a0.1_d0.5,0.5,lifetime,lifetime,256,6,243,245,-0.023254698420983554,0.026638589257074644,0.0060665596437591935,0.018147297154951805,-0.0078125,0.013549323815520948
assurance,both,0.75,0.1,0.3,50,a0.1_d0.9,0.9,lifetime,lifetime,256,0,255,256,,,,,-0.00390625,0.00390625
assurance,both,0.75,0.1,0.3,100,a0.1_d0.0,0.0,lifetime,lifetime,256,2,244,247,-0.004177589544310106,0.06413172257709018,-0.004521857926000988,0.004521857926000988,-0.01171875,0.01612073575152025
assurance,both,0.75,0.1,0.3,100,a0.1_d0.5,0.5,lifetime,lifetime,256,0,256,256,,,,,0.0,0.0
assurance,both,0.75,0.1,0.3,100,a0.1_d0.9,0.9,lifetime,lifetime,256,0,256,256,,,,,0.0,0.0
assurance,both,0.75,0.1,0.3,200,a0.1_d0.0,0.0,lifetime,lifetime,256,0,256,255,,,,,0.00390625,0.00390625
assurance,both,0.75,0.1,0.3,200,a0.1_d0.5,0.5,lifetime,lifetime,256,0,256,256,,,,,0.0,0.0
assurance,both,0.75,0.1,0.3,200,a0.1_d0.9,0.9,lifetime,lifetime,256,0,256,256,,,,,0.0,0.0
assurance,both,0.75,0.1,0.3,400,a0.1_d0.0,0.0,lifetime,lifetime,256,0,256,256,,,,,0.0,0.0
assurance,both,0.75,0.1,0.3,400,a0.1_d0.5,0.5,lifetime,lifetime,256,0,256,256,,,,,0.0,0.0
assurance,both,0.75,0.1,0.3,400,a0.1_d0.9,0.9,lifetime,lifetime,256,0,256,256,,,,,0.0,0.0
assurance,both,0.75,0.1,0.7,10,a0.1_d0.0,0.0,lifetime,lifetime,256,256,0,0,0.0002680150983224777,0.0008277698455988335,-0.0008869262415164352,0.0008327580736921299,0.0,0.0
assurance,both,0.75,0.1,0.7,10,a0.1_d0.5,0.5,lifetime,lifetime,256,256,0,0,-0.00012487973872770406,0.0010798694554837497,1.7389877164180733e-05,0.0009871407331929819,0.0,0.0
assurance,both,0.75,0.1,0.7,10,a0.1_d0.9,0.9,lifetime,lifetime,256,255,1,1,-0.0010586011985518349,0.0012284916820466132,0.002326767400974267,0.0011341794814002438,0.0,0.0
assurance,both,0.75,0.1,0.7,40,a0.1_d0.0,0.0,lifetime,lifetime,256,186,53,55,-0.006851110033019392,0.003641145045080638,0.00042318699008501114,0.003881215188094721,-0.0078125,0.022134966114215105
assurance,both,0.75,0.1,0.7,40,a0.1_d0.5,0.5,lifetime,lifetime,256,22,223,223,-0.010903140887919821,0.0159613571780961,0.02100479692364204,0.015011988791548013,0.0,0.01835782677556275
assurance,both,0.75,0.1,0.7,40,a0.1_d0.9,0.9,lifetime,lifetime,256,1,254,255,0.0,,0.0,,-0.00390625,0.00390625
assurance,both,0.75,0.1,0.7,50,a0.1_d0.0,0.0,lifetime,lifetime,256,120,109,110,-0.004037077493605571,0.004797144470985151,-0.0021708834809322053,0.005371744063338452,-0.00390625,0.0284925852900975
assurance,both,0.75,0.1,0.7,50,a0.1_d0.5,0.5,lifetime,lifetime,256,9,240,245,-0.007788108116184837,0.019011151645162847,0.046705032688590484,0.018217527431964864,-0.01953125,0.011677828879839511
assurance,both,0.75,0.1,0.7,50,a0.1_d0.9,0.9,lifetime,lifetime,256,0,255,256,,,,,-0.00390625,0.00390625
assurance,both,0.75,0.1,0.7,100,a0.1_d0.0,0.0,lifetime,lifetime,256,3,242,243,0.023406890662564035,0.014690812674219749,-0.011081503983983257,0.03490912112676825,-0.00390625,0.017934083140269754
assurance,both,0.75,0.1,0.7,100,a0.1_d0.5,0.5,lifetime,lifetime,256,0,255,256,,,,,-0.00390625,0.00390625
assurance,both,0.75,0.1,0.7,100,a0.1_d0.9,0.9,lifetime,lifetime,256,0,256,256,,,,,0.0,0.0
assurance,both,0.75,0.1,0.7,200,a0.1_d0.0,0.0,lifetime,lifetime,256,0,256,256,,,,,0.0,0.0
assurance,both,0.75,0.1,0.7,200,a0.1_d0.5,0.5,lifetime,lifetime,256,0,256,256,,,,,0.0,0.0
assurance,both,0.75,0.1,0.7,200,a0.1_d0.9,0.9,lifetime,lifetime,256,0,256,256,,,,,0.0,0.0
assurance,both,0.75,0.1,0.7,400,a0.1_d0.0,0.0,lifetime,lifetime,256,0,256,256,,,,,0.0,0.0
assurance,both,0.75,0.1,0.7,400,a0.1_d0.5,0.5,lifetime,lifetime,256,0,256,256,,,,,0.0,0.0
assurance,both,0.75,0.1,0.7,400,a0.1_d0.9,0.9,lifetime,lifetime,256,0,256,256,,,,,0.0,0.0
assurance,both,0.75,0.5,0.3,10,a0.5_d0.0,0.0,lifetime,lifetime,256,256,0,0,0.0004912606139008465,0.0004439252233474119,-0.001805471851972583,0.0004971933854420347,0.0,0.0
assurance,both,0.75,0.5,0.3,10,a0.5_d0.5,0.5,lifetime,lifetime,256,256,0,0,0.0006455105489687476,0.0006374921360543511,-0.0017717283827020358,0.0005539246825836627,0.0,0.0
assurance,both,0.75,0.5,0.3,10,a0.5_d0.9,0.9,lifetime,lifetime,256,256,0,0,-0.0007541601807066266,0.0009091359433456522,0.0006908577427276151,0.0009220057974978733,0.0,0.0
assurance,both,0.75,0.5,0.3,40,a0.5_d0.0,0.0,lifetime,lifetime,256,256,0,0,0.0008132447993336898,0.0017362288852299766,-0.010718113080179656,0.0017515439276537697,0.0,0.0
assurance,both,0.75,0.5,0.3,40,a0.5_d0.5,0.5,lifetime,lifetime,256,256,0,0,-0.0006016322972658751,0.0020721912649568934,-0.006110614601386481,0.002077286500443314,0.0,0.0
assurance,both,0.75,0.5,0.3,40,a0.5_d0.9,0.9,lifetime,lifetime,256,28,214,221,0.008915490613977856,0.012446880515122907,-0.004542944485807665,0.010259124545853416,-0.02734375,0.017853825792671134
assurance,both,0.75,0.5,0.3,50,a0.5_d0.0,0.0,lifetime,lifetime,256,256,0,0,0.0013150582074286164,0.0019250640209153885,-0.01398281398362027,0.00215324471856808,0.0,0.0
assurance,both,0.75,0.5,0.3,50,a0.5_d0.5,0.5,lifetime,lifetime,256,256,0,0,0.00027074912338077893,0.0023183074996956975,-0.007247257113495293,0.0023505505222017205,0.0,0.0
assurance,both,0.75,0.5,0.3,50,a0.5_d0.9,0.9,lifetime,lifetime,256,6,243,245,-0.023254698420983554,0.026638589257074644,0.0060665596437591935,0.018147297154951805,-0.0078125,0.013549323815520948
assurance,both,0.75,0.5,0.3,100,a0.5_d0.0,0.0,lifetime,lifetime,256,256,0,0,-0.002152321145620625,0.003085156042577579,-0.02385825186034147,0.00318738927525931,0.0,0.0
assurance,both,0.75,0.5,0.3,100,a0.5_d0.5,0.5,lifetime,lifetime,256,256,0,0,0.0007197238929488904,0.003387448277954712,-0.0151455126279802,0.003320073467319092,0.0,0.0
assurance,both,0.75,0.5,0.3,100,a0.5_d0.9,0.9,lifetime,lifetime,256,0,256,256,,,,,0.0,0.0
assurance,both,0.75,0.5,0.3,200,a0.5_d0.0,0.0,lifetime,lifetime,256,256,0,0,-0.004367030926007097,0.003904185427865102,-0.03175311361803617,0.004212977228066597,0.0,0.0
assurance,both,0.75,0.5,0.3,200,a0.5_d0.5,0.5,lifetime,lifetime,256,256,0,0,0.0023333425774801956,0.0042680146182282625,-0.023647232019901133,0.0038481620452279776,0.0,0.0
assurance,both,0.75,0.5,0.3,200,a0.5_d0.9,0.9,lifetime,lifetime,256,0,256,256,,,,,0.0,0.0
assurance,both,0.75,0.5,0.3,400,a0.5_d0.0,0.0,lifetime,lifetime,256,256,0,0,-0.002611484195777609,0.004208982279355665,-0.035583691598377126,0.0043322924622781886,0.0,0.0
assurance,both,0.75,0.5,0.3,400,a0.5_d0.5,0.5,lifetime,lifetime,256,256,0,0,0.0032607130996512375,0.004582882699781825,-0.027238551135262735,0.004085790208952749,0.0,0.0
assurance,both,0.75,0.5,0.3,400,a0.5_d0.9,0.9,lifetime,lifetime,256,0,256,256,,,,,0.0,0.0
assurance,both,0.75,0.5,0.7,10,a0.5_d0.0,0.0,lifetime,lifetime,256,256,0,0,0.0005491700850753871,0.0004847276351615147,-0.001993167590530088,0.0005153322919810076,0.0,0.0
assurance,both,0.75,0.5,0.7,10,a0.5_d0.5,0.5,lifetime,lifetime,256,256,0,0,-0.0004888693455029807,0.0005657810610170591,-0.0015168457880703862,0.000617624269807474,0.0,0.0
assurance,both,0.75,0.5,0.7,10,a0.5_d0.9,0.9,lifetime,lifetime,256,256,0,0,-0.00012487973872770406,0.0010798694554837497,1.7389877164180733e-05,0.0009871407331929819,0.0,0.0
assurance,both,0.75,0.5,0.7,40,a0.5_d0.0,0.0,lifetime,lifetime,256,256,0,0,-0.0005839321416804882,0.001930526519154377,-0.013261846242366836,0.001809721226478764,0.0,0.0
assurance,both,0.75,0.5,0.7,40,a0.5_d0.5,0.5,lifetime,lifetime,256,256,0,0,-0.0020257358000245755,0.0021245343641456676,-0.009061582279469266,0.00200528720303982,0.0,0.0
assurance,both,0.75,0.5,0.7,40,a0.5_d0.9,0.9,lifetime,lifetime,256,22,223,223,-0.010903140887919821,0.0159613571780961,0.02100479692364204,0.015011988791548013,0.0,0.01835782677556275
assurance,both,0.75,0.5,0.7,50,a0.5_d0.0,0.0,lifetime,lifetime,256,256,0,0,-0.002350393244778513,0.0020586330318898187,-0.016936973095459266,0.0021013376021098646,0.0,0.0
assurance,both,0.75,0.5,0.7,50,a0.5_d0.5,0.5,lifetime,lifetime,256,256,0,0,-0.0016819709061859124,0.002364456580538078,-0.011048106601048123,0.0022985145482821113,0.0,0.0
assurance,both,0.75,0.5,0.7,50,a0.5_d0.9,0.9,lifetime,lifetime,256,9,240,245,-0.007788108116184837,0.019011151645162847,0.046705032688590484,0.018217527431964864,-0.01953125,0.011677828879839511
assurance,both,0.75,0.5,0.7,100,a0.5_d0.0,0.0,lifetime,lifetime,256,256,0,0,-0.0007745153949352459,0.0030893068919484903,-0.02793791891977457,0.0028877527550323374,0.0,0.0
assurance,both,0.75,0.5,0.7,100,a0.5_d0.5,0.5,lifetime,lifetime,256,256,0,0,-0.00013559241767321364,0.003522725970559261,-0.01770146252469832,0.003317928238607186,0.0,0.0
assurance,both,0.75,0.5,0.7,100,a0.5_d0.9,0.9,lifetime,lifetime,256,0,255,256,,,,,-0.00390625,0.00390625
assurance,both,0.75,0.5,0.7,200,a0.5_d0.0,0.0,lifetime,lifetime,256,256,0,0,-0.0001040865012706671,0.00375743858538489,-0.03433047863051153,0.0038833599930272094,0.0,0.0
assurance,both,0.75,0.5,0.7,200,a0.5_d0.5,0.5,lifetime,lifetime,256,256,0,0,0.0012721515603062545,0.004448333700114937,-0.028663308710908504,0.004152556452281804,0.0,0.0
assurance,both,0.75,0.5,0.7,200,a0.5_d0.9,0.9,lifetime,lifetime,256,0,256,256,,,,,0.0,0.0
assurance,both,0.75,0.5,0.7,400,a0.5_d0.0,0.0,lifetime,lifetime,256,256,0,0,-0.002516272218721924,0.004262873976344855,-0.03772606202172196,0.004201546114327122,0.0,0.0
assurance,both,0.75,0.5,0.7,400,a0.5_d0.5,0.5,lifetime,lifetime,256,256,0,0,0.0007738841950853314,0.004903498443630339,-0.03236251357556807,0.004434197858106142,0.0,0.0
assurance,both,0.75,0.5,0.7,400,a0.5_d0.9,0.9,lifetime,lifetime,256,0,256,256,,,,,0.0,0.0
assurance,mainland,0.0,0.1,0.3,10,a0.1_d0.0,0.0,lifetime,lifetime,256,256,0,0,0.00023225110708714768,0.0020956951507034713,0.012929634855786586,0.0016773548195788326,0.0,0.0
assurance,mainland,0.0,0.1,0.3,10,a0.1_d0.5,0.5,lifetime,lifetime,256,246,8,7,-0.0012035558854141645,0.0022497863413421543,0.013442511715350181,0.0016698157982694556,0.00390625,0.008748331204659638
assurance,mainland,0.0,0.1,0.3,10,a0.1_d0.9,0.9,lifetime,lifetime,256,234,17,21,0.0004407204602177441,0.002212834673790596,0.01595343348148355,0.001566647202184799,-0.015625,0.009536999029579277
assurance,mainland,0.0,0.1,0.3,40,a0.1_d0.0,0.0,lifetime,lifetime,256,232,15,22,-0.0057827281406196696,0.004154506327694285,0.03851208553105326,0.0030030383005686598,-0.02734375,0.012867510284637238
assurance,mainland,0.0,0.1,0.3,40,a0.1_d0.5,0.5,lifetime,lifetime,256,198,45,55,-0.005436179286419989,0.004159247279262136,0.038925144179407685,0.0029309158416523894,-0.0390625,0.015463317896481565
assurance,mainland,0.0,0.1,0.3,40,a0.1_d0.9,0.9,lifetime,lifetime,256,170,67,84,0.0012346604979115653,0.004571972477991934,0.05313513374405551,0.003011968919492551,-0.06640625,0.017447002097774705
assurance,mainland,0.0,0.1,0.3,50,a0.1_d0.0,0.0,lifetime,lifetime,256,227,20,25,-0.006723291453648955,0.00444095731612569,0.04153712510619038,0.0032026742951087577,-0.01953125,0.014058669821527757
assurance,mainland,0.0,0.1,0.3,50,a0.1_d0.5,0.5,lifetime,lifetime,256,189,52,64,-0.0033001118443477004,0.004672072136062113,0.04533697833293365,0.0033134323466528378,-0.046875,0.0163437623017612
assurance,mainland,0.0,0.1,0.3,50,a0.1_d0.9,0.9,lifetime,lifetime,256,155,75,99,0.0026971546395107744,0.00504917509763174,0.062263079556482887,0.0034922805402565105,-0.09375,0.019860882580156027
assurance,mainland,0.0,0.1,0.3,100,a0.1_d0.0,0.0,lifetime,lifetime,256,205,37,40,-0.008449710461211938,0.005075287588880335,0.05736980260902594,0.004114581601032248,-0.01171875,0.01955574444448961
