campaign,environment,survival,selfing,start,control,year,variant,depression,ovule_effort,pollen_effort,replicates,survivors,extinction_fraction,extinction_low,extinction_high,population_mean,population_mcse,visitor_types_mean,access_increasing_fraction,access_increasing_low,access_increasing_high,access_decreasing_fraction,access_decreasing_low,access_decreasing_high,access_small_change_fraction,access_small_change_low,access_small_change_high,access_extinction_fraction,access_extinction_low,access_extinction_high,access_change_mean,access_change_mcse,access_decreasing,access_small_change,access_increasing,investment_increasing_fraction,investment_increasing_low,investment_increasing_high,investment_decreasing_fraction,investment_decreasing_low,investment_decreasing_high,investment_small_change_fraction,investment_small_change_low,investment_small_change_high,investment_extinction_fraction,investment_extinction_low,investment_extinction_high,investment_change_mean,investment_change_mcse,investment_decreasing,investment_small_change,investment_increasing
assurance,both,0.0,0.1,0.3,neutral,100,a0.1_d0.5,0.5,lifetime,lifetime,256,0,1.0,0.9852161435741286,1.0,0.0,0.0,0.9062109375,0.0,0.0,0.01478385642587143,0.0,0.0,0.01478385642587143,0.0,0.0,0.01478385642587143,1.0,0.9852161435741286,1.0,,,0,0,0,0.0,0.0,0.01478385642587143,0.0,0.0,0.01478385642587143,0.0,0.0,0.01478385642587143,1.0,0.9852161435741286,1.0,,,0,0,0
assurance,both,0.0,0.1,0.3,neutral,100,a0.1_d0.9,0.9,lifetime,lifetime,256,0,1.0,0.9852161435741286,1.0,0.0,0.0,0.9062109375,0.0,0.0,0.01478385642587143,0.0,0.0,0.01478385642587143,0.0,0.0,0.01478385642587143,1.0,0.9852161435741286,1.0,,,0,0,0,0.0,0.0,0.01478385642587143,0.0,0.0,0.01478385642587143,0.0,0.0,0.01478385642587143,1.0,0.9852161435741286,1.0,,,0,0,0
assurance,both,0.0,0.1,0.3,neutral,200,a0.1_d0.0,0.0,lifetime,lifetime,256,0,1.0,0.9852161435741286,1.0,0.0,0.0,0.78705078125,0.0,0.0,0.01478385642587143,0.0,0.0,0.01478385642587143,0.0,0.0,0.01478385642587143,1.0,0.9852161435741286,1.0,,,0,0,0,0.0,0.0,0.01478385642587143,0.0,0.0,0.01478385642587143,0.0,0.0,0.01478385642587143,1.0,0.9852161435741286,1.0,,,0,0,0
assurance,both,0.0,0.1,0.3,neutral,200,a0.1_d0.5,0.5,lifetime,lifetime,256,0,1.0,0.9852161435741286,1.0,0.0,0.0,0.78705078125,0.0,0.0,0.01478385642587143,0.0,0.0,0.01478385642587143,0.0,0.0,0.01478385642587143,1.0,0.9852161435741286,1.0,,,0,0,0,0.0,0.0,0.01478385642587143,0.0,0.0,0.01478385642587143,0.0,0.0,0.01478385642587143,1.0,0.9852161435741286,1.0,,,0,0,0
assurance,both,0.0,0.1,0.3,neutral,200,a0.1_d0.9,0.9,lifetime,lifetime,256,0,1.0,0.9852161435741286,1.0,0.0,0.0,0.78705078125,0.0,0.0,0.01478385642587143,0.0,0.0,0.01478385642587143,0.0,0.0,0.01478385642587143,1.0,0.9852161435741286,1.0,,,0,0,0,0.0,0.0,0.01478385642587143,0.0,0.0,0.01478385642587143,0.0,0.0,0.01478385642587143,1.0,0.9852161435741286,1.0,,,0,0,0
assurance,both,0.0,0.1,0.3,neutral,400,a0.1_d0.0,0.0,lifetime,lifetime,256,0,1.0,0.9852161435741286,1.0,0.0,0.0,0.7280957031249999,0.0,0.0,0.01478385642587143,0.0,0.0,0.01478385642587143,0.0,0.0,0.01478385642587143,1.0,0.9852161435741286,1.0,,,0,0,0,0.0,0.0,0.01478385642587143,0.0,0.0,0.01478385642587143,0.0,0.0,0.01478385642587143,1.0,0.9852161435741286,1.0,,,0,0,0
assurance,both,0.0,0.1,0.3,neutral,400,a0.1_d0.5,0.5,lifetime,lifetime,256,0,1.0,0.9852161435741286,1.0,0.0,0.0,0.7280957031249999,0.0,0.0,0.01478385642587143,0.0,0.0,0.01478385642587143,0.0,0.0,0.01478385642587143,1.0,0.9852161435741286,1.0,,,0,0,0,0.0,0.0,0.01478385642587143,0.0,0.0,0.01478385642587143,0.0,0.0,0.01478385642587143,1.0,0.9852161435741286,1.0,,,0,0,0
assurance,both,0.0,0.1,0.3,neutral,400,a0.1_d0.9,0.9,lifetime,lifetime,256,0,1.0,0.9852161435741286,1.0,0.0,0.0,0.7280957031249999,0.0,0.0,0.01478385642587143,0.0,0.0,0.01478385642587143,0.0,0.0,0.01478385642587143,1.0,0.9852161435741286,1.0,,,0,0,0,0.0,0.0,0.01478385642587143,0.0,0.0,0.01478385642587143,0.0,0.0,0.01478385642587143,1.0,0.9852161435741286,1.0,,,0,0,0
assurance,both,0.0,0.1,0.3,selected,10,a0.1_d0.0,0.0,lifetime,lifetime,256,248,0.03125,0.015918258891511296,0.06044160650774316,30.80078125,1.1910282970900439,2.40234375,0.3203125,0.26617385334096993,0.3797640950620776,0.3125,0.2588458887858718,0.37169805737383,0.3359375,0.280883264256863,0.395842688632876,0.03125,0.015918258891511296,0.06044160650774316,0.0005573740019386723,0.0023783488475287184,80,86,82,0.33984375,0.28457152593543,0.39985142807598195,0.13671875,0.09997371828318014,0.1842051774012421,0.4921875,0.43151586938966136,0.5530901283669929,0.03125,0.015918258891511296,0.06044160650774316,0.0067965612788468315,0.001957667695190179,35,126,87
assurance,both,0.0,0.1,0.3,selected,10,a0.1_d0.5,0.5,lifetime,lifetime,256,155,0.39453125,0.33664349360941154,0.45553747610542067,20.82421875,1.4115523122451055,2.40234375,0.19140625,0.14791734057779737,0.24401957081004516,0.234375,0.1866465082202543,0.2899574155059899,0.1796875,0.13750213221413665,0.23134377580868726,0.39453125,0.33664349360941154,0.45553747610542067,-0.0037547428378541226,0.003238046891823295,60,46,49,0.234375,0.1866465082202543,0.2899574155059899,0.046875,0.027014851001628076,0.0801330188843179,0.32421875,0.2698445830530154,0.38379036647170506,0.39453125,0.33664349360941154,0.45553747610542067,0.013373596646395976,0.002267325958466543,12,83,60
assurance,both,0.0,0.1,0.3,selected,10,a0.1_d0.9,0.9,lifetime,lifetime,256,100,0.609375,0.5484139251193965,0.6671021062874443,16.828125,1.4263819703813285,2.40234375,0.1015625,0.07025498422463894,0.14465090136472736,0.15234375,0.11348877125313496,0.20147812891797878,0.13671875,0.09997371828318014,0.1842051774012421,0.609375,0.5484139251193965,0.6671021062874443,-0.0054311058349193475,0.004009837787221714,39,35,26,0.1640625,0.12372760124959209,0.21433030228654026,0.0234375,0.010784867555857603,0.0501809956000511,0.203125,0.15839924133131683,0.25662867342154433,0.609375,0.5484139251193965,0.6671021062874443,0.014345270535463832,0.0024018733744363314,6,52,42
assurance,both,0.0,0.1,0.3,selected,40,a0.1_d0.0,0.0,lifetime,lifetime,256,26,0.8984375,0.8553490986352725,0.9297450157753611,2.046875,0.5230800195012907,1.2353515625,0.046875,0.027014851001628076,0.0801330188843179,0.046875,0.027014851001628076,0.0801330188843179,0.0078125,0.002145090367681419,0.028032768301535768,0.8984375,0.8553490986352725,0.9297450157753611,-0.005040075800725154,0.012893289130602297,12,2,12,0.05078125,0.029913811386553534,0.08493105962106533,0.01953125,0.008370729784579391,0.04489813224965644,0.03125,0.015918258891511296,0.06044160650774316,0.8984375,0.8553490986352725,0.9297450157753611,0.021981520971072935,0.008727703494953014,5,8,13
assurance,both,0.0,0.1,0.3,selected,40,a0.1_d0.5,0.5,lifetime,lifetime,256,2,0.9921875,0.9719672316984642,0.9978549096323186,0.109375,0.08199951241784738,1.2353515625,0.0,0.0,0.01478385642587143,0.00390625,0.0006898821669617927,0.021790975380582514,0.00390625,0.0006898821669617927,0.021790975380582514,0.9921875,0.9719672316984642,0.9978549096323186,-0.02509891367825151,0.019889670096999042,1,1,0,0.00390625,0.0006898821669617927,0.021790975380582514,0.0,0.0,0.01478385642587143,0.00390625,0.0006898821669617927,0.021790975380582514,0.9921875,0.9719672316984642,0.9978549096323186,0.0028831480839237866,0.022120146975186574,0,1,1
assurance,both,0.0,0.1,0.3,selected,40,a0.1_d0.9,0.9,lifetime,lifetime,256,1,0.99609375,0.9782090246194175,0.9993101178330381,0.0078125,0.0078125,1.2353515625,0.0,0.0,0.01478385642587143,0.00390625,0.0006898821669617927,0.021790975380582514,0.0,0.0,0.01478385642587143,0.99609375,0.9782090246194175,0.9993101178330381,-0.04199092676814059,,1,0,0,0.00390625,0.0006898821669617927,0.021790975380582514,0.0,0.0,0.01478385642587143,0.0,0.0,0.01478385642587143,0.99609375,0.9782090246194175,0.9993101178330381,0.040182384817396666,,0,0,1
assurance,both,0.0,0.1,0.3,selected,50,a0.1_d0.0,0.0,lifetime,lifetime,256,13,0.94921875,0.9150689403789347,0.9700861886134464,0.89453125,0.36211846773886425,1.127578125,0.01953125,0.008370729784579391,0.04489813224965644,0.02734375,0.013307156355121155,0.05535570792246043,0.00390625,0.0006898821669617927,0.021790975380582514,0.94921875,0.9150689403789347,0.9700861886134464,-0.011580974150213603,0.018030739376812866,7,1,5,0.02734375,0.013307156355121155,0.05535570792246043,0.01171875,0.003993287123007758,0.033881572667882304,0.01171875,0.003993287123007758,0.033881572667882304,0.94921875,0.9150689403789347,0.9700861886134464,0.018806665349093046,0.013702721853338188,3,3,7
assurance,both,0.0,0.1,0.3,selected,50,a0.1_d0.5,0.5,lifetime,lifetime,256,0,1.0,0.9852161435741286,1.0,0.0,0.0,1.127578125,0.0,0.0,0.01478385642587143,0.0,0.0,0.01478385642587143,0.0,0.0,0.01478385642587143,1.0,0.9852161435741286,1.0,,,0,0,0,0.0,0.0,0.01478385642587143,0.0,0.0,0.01478385642587143,0.0,0.0,0.01478385642587143,1.0,0.9852161435741286,1.0,,,0,0,0
assurance,both,0.0,0.1,0.3,selected,50,a0.1_d0.9,0.9,lifetime,lifetime,256,0,1.0,0.9852161435741286,1.0,0.0,0.0,1.127578125,0.0,0.0,0.01478385642587143,0.0,0.0,0.01478385642587143,0.0,0.0,0.01478385642587143,1.0,0.9852161435741286,1.0,,,0,0,0,0.0,0.0,0.01478385642587143,0.0,0.0,0.01478385642587143,0.0,0.0,0.01478385642587143,1.0,0.9852161435741286,1.0,,,0,0,0
assurance,both,0.0,0.1,0.3,selected,100,a0.1_d0.0,0.0,lifetime,lifetime,256,0,1.0,0.9852161435741286,1.0,0.0,0.0,0.9062109375,0.0,0.0,0.01478385642587143,0.0,0.0,0.01478385642587143,0.0,0.0,0.01478385642587143,1.0,0.9852161435741286,1.0,,,0,0,0,0.0,0.0,0.01478385642587143,0.0,0.0,0.01478385642587143,0.0,0.0,0.01478385642587143,1.0,0.9852161435741286,1.0,,,0,0,0
assurance,both,0.0,0.1,0.3,selected,100,a0.1_d0.5,0.5,lifetime,lifetime,256,0,1.0,0.9852161435741286,1.0,0.0,0.0,0.9062109375,0.0,0.0,0.01478385642587143,0.0,0.0,0.01478385642587143,0.0,0.0,0.01478385642587143,1.0,0.9852161435741286,1.0,,,0,0,0,0.0,0.0,0.01478385642587143,0.0,0.0,0.01478385642587143,0.0,0.0,0.01478385642587143,1.0,0.9852161435741286,1.0,,,0,0,0
assurance,both,0.0,0.1,0.3,selected,100,a0.1_d0.9,0.9,lifetime,lifetime,256,0,1.0,0.9852161435741286,1.0,0.0,0.0,0.9062109375,0.0,0.0,0.01478385642587143,0.0,0.0,0.01478385642587143,0.0,0.0,0.01478385642587143,1.0,0.9852161435741286,1.0,,,0,0,0,0.0,0.0,0.01478385642587143,0.0,0.0,0.01478385642587143,0.0,0.0,0.01478385642587143,1.0,0.9852161435741286,1.0,,,0,0,0
assurance,both,0.0,0.1,0.3,selected,200,a0.1_d0.0,0.0,lifetime,lifetime,256,0,1.0,0.9852161435741286,1.0,0.0,0.0,0.78705078125,0.0,0.0,0.01478385642587143,0.0,0.0,0.01478385642587143,0.0,0.0,0.01478385642587143,1.0,0.9852161435741286,1.0,,,0,0,0,0.0,0.0,0.01478385642587143,0.0,0.0,0.01478385642587143,0.0,0.0,0.01478385642587143,1.0,0.9852161435741286,1.0,,,0,0,0
assurance,both,0.0,0.1,0.3,selected,200,a0.1_d0.5,0.5,lifetime,lifetime,256,0,1.0,0.9852161435741286,1.0,0.0,0.0,0.78705078125,0.0,0.0,0.01478385642587143,0.0,0.0,0.01478385642587143,0.0,0.0,0.01478385642587143,1.0,0.9852161435741286,1.0,,,0,0,0,0.0,0.0,0.01478385642587143,0.0,0.0,0.01478385642587143,0.0,0.0,0.01478385642587143,1.0,0.9852161435741286,1.0,,,0,0,0
assurance,both,0.0,0.1,0.3,selected,200,a0.1_d0.9,0.9,lifetime,lifetime,256,0,1.0,0.9852161435741286,1.0,0.0,0.0,0.78705078125,0.0,0.0,0.01478385642587143,0.0,0.0,0.01478385642587143,0.0,0.0,0.01478385642587143,1.0,0.9852161435741286,1.0,,,0,0,0,0.0,0.0,0.01478385642587143,0.0,0.0,0.01478385642587143,0.0,0.0,0.01478385642587143,1.0,0.9852161435741286,1.0,,,0,0,0
assurance,both,0.0,0.1,0.3,selected,400,a0.1_d0.0,0.0,lifetime,lifetime,256,0,1.0,0.9852161435741286,1.0,0.0,0.0,0.7280957031249999,0.0,0.0,0.01478385642587143,0.0,0.0,0.01478385642587143,0.0,0.0,0.01478385642587143,1.0,0.9852161435741286,1.0,,,0,0,0,0.0,0.0,0.01478385642587143,0.0,0.0,0.01478385642587143,0.0,0.0,0.01478385642587143,1.0,0.9852161435741286,1.0,,,0,0,0
assurance,both,0.0,0.1,0.3,selected,400,a0.1_d0.5,0.5,lifetime,lifetime,256,0,1.0,0.9852161435741286,1.0,0.0,0.0,0.7280957031249999,0.0,0.0,0.01478385642587143,0.0,0.0,0.01478385642587143,0.0,0.0,0.01478385642587143,1.0,0.9852161435741286,1.0,,,0,0,0,0.0,0.0,0.01478385642587143,0.0,0.0,0.01478385642587143,0.0,0.0,0.01478385642587143,1.0,0.9852161435741286,1.0,,,0,0,0
assurance,both,0.0,0.1,0.3,selected,400,a0.1_d0.9,0.9,lifetime,lifetime,256,0,1.0,0.9852161435741286,1.0,0.0,0.0,0.7280957031249999,0.0,0.0,0.01478385642587143,0.0,0.0,0.01478385642587143,0.0,0.0,0.01478385642587143,1.0,0.9852161435741286,1.0,,,0,0,0,0.0,0.0,0.01478385642587143,0.0,0.0,0.01478385642587143,0.0,0.0,0.01478385642587143,1.0,0.9852161435741286,1.0,,,0,0,0
assurance,both,0.0,0.1,0.7,neutral,10,a0.1_d0.0,0.0,lifetime,lifetime,256,239,0.06640625,0.04187072285916844,0.10376215263514196,29.203125,1.2424615672193473,2.40234375,0.23046875,0.183093576056734,0.28581334654783735,0.16796875,0.12715856241588983,0.2185963422419154,0.53515625,0.4739903018869167,0.5952827082081391,0.06640625,0.04187072285916844,0.10376215263514196,0.0027930969371037445,0.0019721673719961708,43,137,59,0.19921875,0.15489813913670408,0.2524327744944842,0.19921875,0.15489813913670408,0.2524327744944842,0.53515625,0.4739903018869167,0.5952827082081391,0.06640625,0.04187072285916844,0.10376215263514196,-0.0016647456632629502,0.0020148467981063916,51,137,51
assurance,both,0.0,0.1,0.7,neutral,10,a0.1_d0.5,0.5,lifetime,lifetime,256,136,0.46875,0.4085346505933857,0.5298893404332313,18.68359375,1.4098055328765235,2.40234375,0.0859375,0.05743557903626671,0.12668230206640807,0.109375,0.07676405306596229,0.15353583476674978,0.3359375,0.280883264256863,0.395842688632876,0.46875,0.4085346505933857,0.5298893404332313,-0.0032091601086048443,0.002163509372994328,28,86,22,0.13671875,0.09997371828318014,0.1842051774012421,0.08984375,0.06061336726621258,0.1312015149581351,0.3046875,0.25153621542356636,0.36361372849278967,0.46875,0.4085346505933857,0.5298893404332313,0.006292722497425244,0.0026003382674345756,23,78,35
assurance,both,0.0,0.1,0.7,neutral,10,a0.1_d0.9,0.9,lifetime,lifetime,256,84,0.671875,0.6121878040809798,0.7264802452726269,14.0390625,1.3451620452294428,2.40234375,0.01953125,0.008370729784579391,0.04489813224965644,0.06640625,0.04187072285916844,0.10376215263514196,0.2421875,0.19377015335079256,0.2982277726187974,0.671875,0.6121878040809798,0.7264802452726269,-0.004583784487352901,0.0019433453626383575,17,62,5,0.04296875,0.024159813300607562,0.07529105546366555,0.0546875,0.03285229140400938,0.08968958072528235,0.23046875,0.183093576056734,0.28581334654783735,0.671875,0.6121878040809798,0.7264802452726269,-0.0018693402361341259,0.0025207192124601535,14,59,11
assurance,both,0.0,0.1,0.7,neutral,40,a0.1_d0.0,0.0,lifetime,lifetime,256,34,0.8671875,0.8201396562762842,0.9033784491609664,2.68359375,0.5986014528488784,1.2353515625,0.078125,0.05114064056843023,0.11758323829089878,0.03125,0.015918258891511296,0.06044160650774316,0.0234375,0.010784867555857603,0.0501809956000511,0.8671875,0.8201396562762842,0.9033784491609664,0.014930224858695888,0.008496682218431913,8,6,20,0.03515625,0.018604096092635542,0.0654527704282918,0.07421875,0.048026107191811204,0.11300077054584494,0.0234375,0.010784867555857603,0.0501809956000511,0.8671875,0.8201396562762842,0.9033784491609664,-0.009291503808665811,0.008302126911662655,19,6,9
assurance,both,0.0,0.1,0.7,neutral,40,a0.1_d0.5,0.5,lifetime,lifetime,256,9,0.96484375,0.9345472295717082,0.9813959039073644,1.0,0.41704639559458057,1.2353515625,0.015625,0.006092598203366294,0.039479262709196654,0.0,0.0,0.01478385642587143,0.01953125,0.008370729784579391,0.04489813224965644,0.96484375,0.9345472295717082,0.9813959039073644,0.03157210571991541,0.014964107608811734,0,5,4,0.0078125,0.002145090367681419,0.028032768301535768,0.015625,0.006092598203366294,0.039479262709196654,0.01171875,0.003993287123007758,0.033881572667882304,0.96484375,0.9345472295717082,0.9813959039073644,-0.014548501259795473,0.014297651003101689,4,3,2
assurance,both,0.0,0.1,0.7,neutral,40,a0.1_d0.9,0.9,lifetime,lifetime,256,5,0.98046875,0.9551018677503436,0.9916292702154206,0.9375,0.4159614129445465,1.2353515625,0.01171875,0.003993287123007758,0.033881572667882304,0.0078125,0.002145090367681419,0.028032768301535768,0.0,0.0,0.01478385642587143,0.98046875,0.9551018677503436,0.9916292702154206,0.0068672833186475876,0.015094420360127907,2,0,3,0.01171875,0.003993287123007758,0.033881572667882304,0.00390625,0.0006898821669617927,0.021790975380582514,0.00390625,0.0006898821669617927,0.021790975380582514,0.98046875,0.9551018677503436,0.9916292702154206,0.01776304516275984,0.018818221295629114,1,1,3
assurance,both,0.0,0.1,0.7,neutral,50,a0.1_d0.0,0.0,lifetime,lifetime,256,13,0.94921875,0.9150689403789347,0.9700861886134464,1.1328125,0.4245002175100196,1.127578125,0.0390625,0.0213540358427329,0.07039983179986732,0.0078125,0.002145090367681419,0.028032768301535768,0.00390625,0.0006898821669617927,0.021790975380582514,0.94921875,0.9150689403789347,0.9700861886134464,0.02672435854793046,0.014006002550704204,2,1,10,0.02734375,0.013307156355121155,0.05535570792246043,0.01953125,0.008370729784579391,0.04489813224965644,0.00390625,0.0006898821669617927,0.021790975380582514,0.94921875,0.9150689403789347,0.9700861886134464,0.00025488703765674803,0.017159369408129857,5,1,7
assurance,both,0.0,0.1,0.7,neutral,50,a0.1_d0.5,0.5,lifetime,lifetime,256,3,0.98828125,0.9661184273321177,0.9960067128769923,0.38671875,0.2648388696843425,1.127578125,0.00390625,0.0006898821669617927,0.021790975380582514,0.0,0.0,0.01478385642587143,0.0078125,0.002145090367681419,0.028032768301535768,0.98828125,0.9661184273321177,0.9960067128769923,0.019615365270360525,0.02092346588989676,0,2,1,0.00390625,0.0006898821669617927,0.021790975380582514,0.0078125,0.002145090367681419,0.028032768301535768,0.0,0.0,0.01478385642587143,0.98828125,0.9661184273321177,0.9960067128769923,-0.008959880316739647,0.041485477277557484,2,0,1
assurance,both,0.0,0.1,0.7,neutral,50,a0.1_d0.9,0.9,lifetime,lifetime,256,2,0.9921875,0.9719672316984642,0.9978549096323186,0.32421875,0.23161867285749735,1.127578125,0.00390625,0.0006898821669617927,0.021790975380582514,0.00390625,0.0006898821669617927,0.021790975380582514,0.0,0.0,0.01478385642587143,0.9921875,0.9719672316984642,0.9978549096323186,-0.007227303897292425,0.03746427622125147,1,0,1,0.00390625,0.0006898821669617927,0.021790975380582514,0.0,0.0,0.01478385642587143,0.00390625,0.0006898821669617927,0.021790975380582514,0.9921875,0.9719672316984642,0.9978549096323186,0.024885343512709157,0.008743828784971097,0,1,1
assurance,both,0.0,0.1,0.7,neutral,100,a0.1_d0.0,0.0,lifetime,lifetime,256,0,1.0,0.9852161435741286,1.0,0.0,0.0,0.9062109375,0.0,0.0,0.01478385642587143,0.0,0.0,0.01478385642587143,0.0,0.0,0.01478385642587143,1.0,0.9852161435741286,1.0,,,0,0,0,0.0,0.0,0.01478385642587143,0.0,0.0,0.01478385642587143,0.0,0.0,0.01478385642587143,1.0,0.9852161435741286,1.0,,,0,0,0
