campaign,environment,survival,selfing,start,year,all_pairs,paired_survivors,selected_extinctions,neutral_extinctions,access_selected_minus_neutral,access_mcse,investment_selected_minus_neutral,investment_mcse,extinction_difference,extinction_difference_mcse
larger_population,activity_only,0.75,0.0,0.7,200,64,0,64,64,,,,,0.0,0.0
larger_population,activity_only,0.75,0.0,0.7,400,64,0,64,64,,,,,0.0,0.0
larger_population,activity_only,0.75,0.5,0.3,10,64,64,0,0,-0.0005643281560758478,0.0006435014004181651,-0.0015551674926562679,0.0005488163818298666,0.0,0.0
larger_population,activity_only,0.75,0.5,0.3,40,64,64,0,0,-0.0008645752585424134,0.0023684445996646707,-0.005005556817227726,0.0018501294019754523,0.0,0.0
larger_population,activity_only,0.75,0.5,0.3,50,64,64,0,0,-0.0002838402225276591,0.002928480875233826,-0.0056508082798241745,0.002167022473162985,0.0,0.0
larger_population,activity_only,0.75,0.5,0.3,100,64,64,0,0,-0.0017076761489266618,0.0045765398861374275,-0.020350492521470417,0.003963814279362836,0.0,0.0
larger_population,activity_only,0.75,0.5,0.3,200,64,64,0,0,0.004021262618170937,0.006277320718610492,-0.028249360912861607,0.005291168171457188,0.0,0.0
larger_population,activity_only,0.75,0.5,0.3,400,64,64,0,0,0.006153069262869383,0.007697826714176998,-0.03806759023289732,0.007373352444151213,0.0,0.0
larger_population,activity_only,0.75,0.5,0.7,10,64,64,0,0,2.7914614416389705e-05,0.0007396088219586182,-0.0006743260318788228,0.0007809300793699832,0.0,0.0
larger_population,activity_only,0.75,0.5,0.7,40,64,64,0,0,0.006310660625163535,0.0021995578427684683,-0.004638484322908422,0.0022709338046312476,0.0,0.0
larger_population,activity_only,0.75,0.5,0.7,50,64,64,0,0,0.006456132724408672,0.0025921259971295836,-0.00514970029744934,0.0025672046036530945,0.0,0.0
larger_population,activity_only,0.75,0.5,0.7,100,64,64,0,0,0.007116213589041107,0.003992258765425374,-0.012985043118536113,0.0036315623344089906,0.0,0.0
larger_population,activity_only,0.75,0.5,0.7,200,64,64,0,0,0.0023574463431342424,0.004905772631157074,-0.028827679962748067,0.0050928931235359205,0.0,0.0
larger_population,activity_only,0.75,0.5,0.7,400,64,64,0,0,0.00371916951827979,0.0074440821749977475,-0.0406681759350403,0.006367489176162136,0.0,0.0
larger_population,both,0.0,0.0,0.3,10,64,18,44,46,0.006639798295873072,0.007972665376938788,0.012637835073560501,0.003033445486389465,-0.03125,0.021921011700381302
larger_population,both,0.0,0.0,0.3,40,64,0,64,64,,,,,0.0,0.0
larger_population,both,0.0,0.0,0.3,50,64,0,64,64,,,,,0.0,0.0
larger_population,both,0.0,0.0,0.3,100,64,0,64,64,,,,,0.0,0.0
larger_population,both,0.0,0.0,0.3,200,64,0,64,64,,,,,0.0,0.0
larger_population,both,0.0,0.0,0.3,400,64,0,64,64,,,,,0.0,0.0
larger_population,both,0.0,0.0,0.7,10,64,18,43,46,0.0010061431574933605,0.008644520297681197,0.016563131206539176,0.0029446128263556233,-0.046875,0.026630253226448332
larger_population,both,0.0,0.0,0.7,40,64,0,64,64,,,,,0.0,0.0
larger_population,both,0.0,0.0,0.7,50,64,0,64,64,,,,,0.0,0.0
larger_population,both,0.0,0.0,0.7,100,64,0,64,64,,,,,0.0,0.0
larger_population,both,0.0,0.0,0.7,200,64,0,64,64,,,,,0.0,0.0
larger_population,both,0.0,0.0,0.7,400,64,0,64,64,,,,,0.0,0.0
larger_population,both,0.0,0.5,0.3,10,64,64,0,0,0.006517052659038291,0.002734891589926024,-0.0001779032531884833,0.0019255597425355793,0.0,0.0
larger_population,both,0.0,0.5,0.3,40,64,64,0,0,0.013934990376532947,0.005662531883128184,-0.023530234442001335,0.0046701708645196325,0.0,0.0
larger_population,both,0.0,0.5,0.3,50,64,64,0,0,0.01270965111636296,0.00622801853520347,-0.031434290235023116,0.0052966166144832365,0.0,0.0
larger_population,both,0.0,0.5,0.3,100,64,64,0,0,0.013051721917346524,0.008254768571613714,-0.05312912614944549,0.0065857414417874625,0.0,0.0
larger_population,both,0.0,0.5,0.3,200,64,64,0,0,0.011211150612013736,0.008815847774396018,-0.0618181450056286,0.0077161167113787505,0.0,0.0
larger_population,both,0.0,0.5,0.3,400,64,64,0,0,0.013542247388051676,0.010224776076180466,-0.07150359601430975,0.008015075778082113,0.0,0.0
larger_population,both,0.0,0.5,0.7,10,64,64,0,0,-0.0028392363200948467,0.0026521848675042908,-0.0020347734655700575,0.0019895897709073,0.0,0.0
larger_population,both,0.0,0.5,0.7,40,64,64,0,0,-0.0030724345138868087,0.006140537452859082,-0.01615612790728682,0.0038591411969723507,0.0,0.0
larger_population,both,0.0,0.5,0.7,50,64,64,0,0,0.0014118471847401493,0.006468713095223798,-0.021256032186303134,0.004555017873189524,0.0,0.0
larger_population,both,0.0,0.5,0.7,100,64,64,0,0,0.0012465454479991932,0.007726110072229066,-0.03878208212332039,0.00561722722997289,0.0,0.0
larger_population,both,0.0,0.5,0.7,200,64,64,0,0,-0.0072741367352528626,0.009152205727129945,-0.05860714037084486,0.006312130447924835,0.0,0.0
larger_population,both,0.0,0.5,0.7,400,64,64,0,0,-0.01325479105911317,0.00955374315545057,-0.0657740642184442,0.0071499194997051395,0.0,0.0
larger_population,both,0.75,0.0,0.3,10,64,64,0,0,0.0035033742866145256,0.001129297182891118,0.0010728611071319557,0.0011964149824466941,0.0,0.0
larger_population,both,0.75,0.0,0.3,40,64,0,61,64,,,,,-0.046875,0.026630253226448332
larger_population,both,0.75,0.0,0.3,50,64,0,64,64,,,,,0.0,0.0
larger_population,both,0.75,0.0,0.3,100,64,0,64,64,,,,,0.0,0.0
larger_population,both,0.75,0.0,0.3,200,64,0,64,64,,,,,0.0,0.0
larger_population,both,0.75,0.0,0.3,400,64,0,64,64,,,,,0.0,0.0
larger_population,both,0.75,0.0,0.7,10,64,64,0,0,0.0005893527202037226,0.0012330397886988304,0.0024234980243886713,0.0011585785133946468,0.0,0.0
larger_population,both,0.75,0.0,0.7,40,64,0,64,64,,,,,0.0,0.0
larger_population,both,0.75,0.0,0.7,50,64,0,64,64,,,,,0.0,0.0
larger_population,both,0.75,0.0,0.7,100,64,0,64,64,,,,,0.0,0.0
larger_population,both,0.75,0.0,0.7,200,64,0,64,64,,,,,0.0,0.0
larger_population,both,0.75,0.0,0.7,400,64,0,64,64,,,,,0.0,0.0
larger_population,both,0.75,0.5,0.3,10,64,64,0,0,0.0009541889226754429,0.0006777823336126135,-0.0014673999101815502,0.0005743630551114779,0.0,0.0
larger_population,both,0.75,0.5,0.3,40,64,64,0,0,0.004029426735367121,0.0020642632258705616,-0.00959427593411955,0.00217207078781136,0.0,0.0
larger_population,both,0.75,0.5,0.3,50,64,64,0,0,0.005866510157384088,0.002654230027574461,-0.010323828174756133,0.0024199281714012335,0.0,0.0
larger_population,both,0.75,0.5,0.3,100,64,64,0,0,0.007158081052810506,0.004287774971287173,-0.022209855478216516,0.0035621771587013317,0.0,0.0
larger_population,both,0.75,0.5,0.3,200,64,64,0,0,0.00748025548300342,0.006346585850168344,-0.037892799147463296,0.005292453858047489,0.0,0.0
larger_population,both,0.75,0.5,0.3,400,64,64,0,0,0.00602658077966773,0.00872861355200958,-0.05536022353184119,0.0057345242796140485,0.0,0.0
larger_population,both,0.75,0.5,0.7,10,64,64,0,0,-0.0002913199009989542,0.0007754286262664138,-0.00022973897476668854,0.0006485082932948901,0.0,0.0
larger_population,both,0.75,0.5,0.7,40,64,64,0,0,0.0024228856037593824,0.0027240907072147587,-0.008439433989093484,0.0024806094217831804,0.0,0.0
larger_population,both,0.75,0.5,0.7,50,64,64,0,0,0.0009838996636262302,0.003119436172249202,-0.009230635567828934,0.0028152471432846384,0.0,0.0
larger_population,both,0.75,0.5,0.7,100,64,64,0,0,0.0056076945842396565,0.004514478428970045,-0.021330781201133412,0.004435914513315962,0.0,0.0
larger_population,both,0.75,0.5,0.7,200,64,64,0,0,0.007557572663143849,0.005839136977895949,-0.03530453634981966,0.005837498397204221,0.0,0.0
larger_population,both,0.75,0.5,0.7,400,64,64,0,0,0.007234488654169731,0.007585076949789722,-0.05487499847401173,0.007072035125700534,0.0,0.0
larger_population,community_only,0.0,0.0,0.3,10,64,23,38,41,-0.0044230811342477845,0.00783923613515764,0.012306973849419556,0.00292738921908189,-0.046875,0.026630253226448332
larger_population,community_only,0.0,0.0,0.3,40,64,1,63,63,0.050625391393212205,,0.0895770078588054,,0.0,0.0
larger_population,community_only,0.0,0.0,0.3,50,64,0,64,64,,,,,0.0,0.0
larger_population,community_only,0.0,0.0,0.3,100,64,0,64,64,,,,,0.0,0.0
larger_population,community_only,0.0,0.0,0.3,200,64,0,64,64,,,,,0.0,0.0
larger_population,community_only,0.0,0.0,0.3,400,64,0,64,64,,,,,0.0,0.0
larger_population,community_only,0.0,0.0,0.7,10,64,27,37,36,0.007719070999121749,0.008315342528603286,0.009559138364028781,0.00212995877659075,0.015625,0.015625
larger_population,community_only,0.0,0.0,0.7,40,64,0,64,64,,,,,0.0,0.0
larger_population,community_only,0.0,0.0,0.7,50,64,0,64,64,,,,,0.0,0.0
larger_population,community_only,0.0,0.0,0.7,100,64,0,64,64,,,,,0.0,0.0
larger_population,community_only,0.0,0.0,0.7,200,64,0,64,64,,,,,0.0,0.0
larger_population,community_only,0.0,0.0,0.7,400,64,0,64,64,,,,,0.0,0.0
larger_population,community_only,0.0,0.5,0.3,10,64,64,0,0,0.006349893183554568,0.0035037959153011522,0.0018273146287812675,0.0018945800875757271,0.0,0.0
larger_population,community_only,0.0,0.5,0.3,40,64,64,0,0,0.015173675869364054,0.005635327419783647,-0.018802778139557656,0.004830321846564785,0.0,0.0
larger_population,community_only,0.0,0.5,0.3,50,64,64,0,0,0.01704751810531492,0.006342218569616459,-0.02196057676914285,0.0051949497088222595,0.0,0.0
larger_population,community_only,0.0,0.5,0.3,100,64,64,0,0,0.0159358423740735,0.008272080642225366,-0.03959930473867049,0.0061460279583671305,0.0,0.0
larger_population,community_only,0.0,0.5,0.3,200,64,64,0,0,0.01569518299392919,0.008810150515187087,-0.05534150188568396,0.00781691448010379,0.0,0.0
larger_population,community_only,0.0,0.5,0.3,400,64,64,0,0,0.014508644846062095,0.010130412771069361,-0.07262932806900582,0.008767338827910748,0.0,0.0
larger_population,community_only,0.0,0.5,0.7,10,64,64,0,0,-0.00022870492425106775,0.0035824337697487785,0.0014515331987138835,0.001489758989969444,0.0,0.0
larger_population,community_only,0.0,0.5,0.7,40,64,64,0,0,0.0035885878232422112,0.006889496231884539,-0.011075117223996088,0.0041144174761403906,0.0,0.0
larger_population,community_only,0.0,0.5,0.7,50,64,64,0,0,0.0009730563275762594,0.007602458676530788,-0.015089355023138355,0.00483544757995207,0.0,0.0
larger_population,community_only,0.0,0.5,0.7,100,64,64,0,0,0.009062312431299947,0.007860160673467594,-0.03277536246743766,0.006173584446922895,0.0,0.0
larger_population,community_only,0.0,0.5,0.7,200,64,64,0,0,0.0035886926419102082,0.009786190641852136,-0.054915094424442264,0.007105935141818217,0.0,0.0
larger_population,community_only,0.0,0.5,0.7,400,64,64,0,0,0.004416205188872308,0.010995130804850194,-0.06405565595847283,0.007957444286732502,0.0,0.0
larger_population,community_only,0.75,0.0,0.3,10,64,64,0,0,0.0022819147721925594,0.0012142136996025894,0.0027296053488219535,0.0012248724615110064,0.0,0.0
larger_population,community_only,0.75,0.0,0.3,40,64,4,60,60,0.027393305068634244,0.013352390061823663,0.02999580158762602,0.014705967273204697,0.0,0.0
larger_population,community_only,0.75,0.0,0.3,50,64,2,61,62,0.03129601236169341,0.014680843469721788,0.01711367469033992,0.008926568277676405,-0.015625,0.015625
larger_population,community_only,0.75,0.0,0.3,100,64,0,64,64,,,,,0.0,0.0
larger_population,community_only,0.75,0.0,0.3,200,64,0,64,64,,,,,0.0,0.0
larger_population,community_only,0.75,0.0,0.3,400,64,0,64,64,,,,,0.0,0.0
larger_population,community_only,0.75,0.0,0.7,10,64,64,0,0,0.0008127252687617596,0.0017934321308580169,0.003561603469206644,0.0009659098294836727,0.0,0.0
larger_population,community_only,0.75,0.0,0.7,40,64,9,54,53,-0.006814063693912008,0.014868879404377299,0.009645811395677835,0.012101352994834592,0.015625,0.02720610907556878
larger_population,community_only,0.75,0.0,0.7,50,64,1,59,62,0.016397482921753914,,-0.0018345559717864446,,-0.046875,0.034716021271691086
larger_population,community_only,0.75,0.0,0.7,100,64,0,64,64,,,,,0.0,0.0
larger_population,community_only,0.75,0.0,0.7,200,64,0,64,64,,,,,0.0,0.0
larger_population,community_only,0.75,0.0,0.7,400,64,0,64,64,,,,,0.0,0.0
larger_population,community_only,0.75,0.5,0.3,10,64,64,0,0,0.00031499607034812197,0.0009237675208113048,-0.0013058666109442207,0.0006756808248935011,0.0,0.0
larger_population,community_only,0.75,0.5,0.3,40,64,64,0,0,0.005043592433811781,0.0023161314113967417,-0.007172782242353934,0.002290250313545064,0.0,0.0
larger_population,community_only,0.75,0.5,0.3,50,64,64,0,0,0.00314980496652583,0.002550256516120565,-0.009047201884686214,0.0023870308946890143,0.0,0.0
larger_population,community_only,0.75,0.5,0.3,100,64,64,0,0,0.00012334140333025842,0.0038158728182031863,-0.01657770598832368,0.004015215886661876,0.0,0.0
larger_population,community_only,0.75,0.5,0.3,200,64,64,0,0,0.004065858401745184,0.006238441051481426,-0.031001996475539945,0.004887658040542474,0.0,0.0
larger_population,community_only,0.75,0.5,0.3,400,64,64,0,0,0.006579979775122325,0.007993264710728388,-0.046778500164552775,0.005982308496750902,0.0,0.0
larger_population,community_only,0.75,0.5,0.7,10,64,64,0,0,-0.0016170103603895987,0.0010195668450519635,-0.0015114154666365821,0.0006983678861824424,0.0,0.0
larger_population,community_only,0.75,0.5,0.7,40,64,64,0,0,0.0014092558476175854,0.002780435899254595,-0.010116887429692764,0.0022697931550969804,0.0,0.0
larger_population,community_only,0.75,0.5,0.7,50,64,64,0,0,0.0016783729755976105,0.0031301446101162974,-0.012964250975870586,0.0026160418014975323,0.0,0.0
larger_population,community_only,0.75,0.5,0.7,100,64,64,0,0,-0.0010847584388045204,0.004104774259343994,-0.016616418852419296,0.0036976113656181434,0.0,0.0
larger_population,community_only,0.75,0.5,0.7,200,64,64,0,0,-0.004297867024185172,0.005434829896377206,-0.031751334895828265,0.004868019322765936,0.0,0.0
larger_population,community_only,0.75,0.5,0.7,400,64,64,0,0,-0.011226809193872936,0.006943952924935965,-0.04616002349142556,0.006825464444325983,0.0,0.0
larger_population,mainland,0.0,0.0,0.3,10,64,55,7,9,0.002557977527772673,0.003907662892909161,0.017546431888736884,0.0019700975178631136,-0.03125,0.021921011700381302
larger_population,mainland,0.0,0.0,0.3,40,64,43,16,21,-0.008461657956508124,0.009410145829323254,0.05424709360739703,0.003847631160761643,-0.078125,0.033811213593755246
larger_population,mainland,0.0,0.0,0.3,50,64,40,19,24,-0.001231480879377167,0.009251107774634395,0.059145735856990914,0.00457603403288669,-0.078125,0.033811213593755246
larger_population,mainland,0.0,0.0,0.3,100,64,21,37,39,-0.014136718620495647,0.011956925901147166,0.07639752834996638,0.005620819751416806,-0.03125,0.04964531939765559
larger_population,mainland,0.0,0.0,0.3,200,64,8,55,55,0.03462049106219212,0.014065111748404725,0.07440766701473836,0.011704835427003903,0.0,0.0222717701593687
larger_population,mainland,0.0,0.0,0.3,400,64,0,60,64,,,,,-0.0625,0.030496877279641663
larger_population,mainland,0.0,0.0,0.7,10,64,62,2,2,0.00373536728065094,0.0029621127571153373,0.015098779662276641,0.001509062591034639,0.0,0.0
larger_population,mainland,0.0,0.0,0.7,40,64,46,10,17,0.010452338388704773,0.007985786700223608,0.04747269176464821,0.0032714412219641328,-0.109375,0.045191323330536354
larger_population,mainland,0.0,0.0,0.7,50,64,45,10,18,0.01078689484275023,0.008384793668214756,0.053139379914156265,0.0038464450692429495,-0.125,0.0472455591261534
larger_population,mainland,0.0,0.0,0.7,100,64,30,22,31,0.0015711751799470154,0.01120194491879961,0.07111868586538554,0.00736085813599392,-0.140625,0.05836388443166186
larger_population,mainland,0.0,0.0,0.7,200,64,6,51,55,0.02091846263209866,0.014589249000462934,0.07893100633874735,0.02513699160067837,-0.0625,0.0491747370293402
larger_population,mainland,0.0,0.0,0.7,400,64,2,62,61,-1.1916210931439686e-05,0.01566096257819349,0.0813639106642002,0.020793055999081628,0.015625,0.015625
larger_population,mainland,0.0,0.5,0.3,10,64,64,0,0,0.00075749326218604,0.002668906558993552,0.007975720541545814,0.0017642312863345964,0.0,0.0
larger_population,mainland,0.0,0.5,0.3,40,64,64,0,0,-0.00440410336045601,0.0059229714760123545,0.02945879886607795,0.0035135065793027143,0.0,0.0
larger_population,mainland,0.0,0.5,0.3,50,64,64,0,0,-0.0047147609384128675,0.0065134205083123625,0.03355799046564363,0.0036403039595482847,0.0,0.0
larger_population,mainland,0.0,0.5,0.3,100,64,64,0,0,-0.00979575690901409,0.007138582059797234,0.05585501571832337,0.005341152820335268,0.0,0.0
larger_population,mainland,0.0,0.5,0.3,200,64,64,0,0,-0.007528150857665111,0.009116946479211008,0.07340603016413114,0.0056073579727340395,0.0,0.0
larger_population,mainland,0.0,0.5,0.3,400,64,64,0,0,0.007862165591582173,0.008838113486925297,0.07889511259664501,0.006842154889514389,0.0,0.0
larger_population,mainland,0.0,0.5,0.7,10,64,64,0,0,0.0034141677949009967,0.0026419778937270544,0.007772561599362857,0.0014103176044509044,0.0,0.0
larger_population,mainland,0.0,0.5,0.7,40,64,64,0,0,0.0072876632360338554,0.006748558453856377,0.03095211971738534,0.00323135500887547,0.0,0.0
larger_population,mainland,0.0,0.5,0.7,50,64,64,0,0,0.00556985748198334,0.007288356065135871,0.037258871468607804,0.00377997959700657,0.0,0.0
larger_population,mainland,0.0,0.5,0.7,100,64,64,0,0,0.005825393391681203,0.008424862227543527,0.0578000364144968,0.004279230501795091,0.0,0.0
larger_population,mainland,0.0,0.5,0.7,200,64,64,0,0,0.0020463078870710805,0.009448567843215919,0.07346599684844157,0.005392500818844868,0.0,0.0
larger_population,mainland,0.0,0.5,0.7,400,64,64,0,0,-0.004307626895264214,0.010883468260058817,0.07936608042983974,0.006469661434223506,0.0,0.0
larger_population,mainland,0.75,0.0,0.3,10,64,64,0,0,0.0018205783585992473,0.0012624963782074503,0.0033234984591377645,0.0011821880093233548,0.0,0.0
larger_population,mainland,0.75,0.0,0.3,40,64,11,52,50,0.003129610404728021,0.015547971137397266,0.007291784646573949,0.00763865360513979,0.03125,0.03125
larger_population,mainland,0.75,0.0,0.3,50,64,5,57,56,-0.006850409032696836,0.016385155022631884,0.01304805086881915,0.01300330412298789,0.015625,0.03515969449616268
larger_population,mainland,0.75,0.0,0.3,100,64,0,62,64,,,,,-0.03125,0.021921011700381302
larger_population,mainland,0.75,0.0,0.3,200,64,0,64,64,,,,,0.0,0.0
larger_population,mainland,0.75,0.0,0.3,400,64,0,64,64,,,,,0.0,0.0
larger_population,mainland,0.75,0.0,0.7,10,64,64,0,0,3.7056159981591064e-05,0.0010280081838849643,0.0032020643074953583,0.001042437771791892,0.0,0.0
larger_population,mainland,0.75,0.0,0.7,40,64,26,36,36,0.0034080544061119754,0.00808654543771332,0.031020455129039455,0.006908000808010781,0.0,0.031497039417435604
larger_population,mainland,0.75,0.0,0.7,50,64,17,43,46,0.01830365975157627,0.009570071312069096,0.023121465054755926,0.010300221462034543,-0.046875,0.034716021271691086
larger_population,mainland,0.75,0.0,0.7,100,64,2,62,62,0.03683694321294384,0.010871002401345975,0.028418986616867203,0.013369516370867418,0.0,0.0
larger_population,mainland,0.75,0.0,0.7,200,64,0,64,64,,,,,0.0,0.0
larger_population,mainland,0.75,0.0,0.7,400,64,0,64,64,,,,,0.0,0.0
larger_population,mainland,0.75,0.5,0.3,10,64,64,0,0,-0.0005461682399116674,0.0007117648999140492,0.00047390687258877604,0.0005998657723522808,0.0,0.0
larger_population,mainland,0.75,0.5,0.3,40,64,64,0,0,-0.0013904158796298272,0.0024074101738621257,-0.0024886197086907867,0.00214110246863018,0.0,0.0
larger_population,mainland,0.75,0.5,0.3,50,64,64,0,0,-0.0012673095966513215,0.0028213178024406992,-0.001481069797618667,0.002370064620882622,0.0,0.0
larger_population,mainland,0.75,0.5,0.3,100,64,64,0,0,-0.004773907858771645,0.004405337801450028,-0.004261805218212071,0.0031528890920051768,0.0,0.0
larger_population,mainland,0.75,0.5,0.3,200,64,64,0,0,-0.010764638984371258,0.0060182174385958204,2.993917848368062e-05,0.004639763837883954,0.0,0.0
larger_population,mainland,0.75,0.5,0.3,400,64,64,0,0,-0.006069199403630076,0.007715372298539095,-0.0037863007093999566,0.00665585970907225,0.0,0.0
larger_population,mainland,0.75,0.5,0.7,10,64,64,0,0,-0.000559892754699488,0.0009146560455143778,0.00012989218105970233,0.0007706459328114178,0.0,0.0
larger_population,mainland,0.75,0.5,0.7,40,64,64,0,0,0.0019050084847623515,0.002722982976528493,0.0021980074092647203,0.0020102441512113503,0.0,0.0
larger_population,mainland,0.75,0.5,0.7,50,64,64,0,0,0.004245028743258146,0.0031206017142715236,0.004771808428560108,0.0021353545088708364,0.0,0.0
larger_population,mainland,0.75,0.5,0.7,100,64,64,0,0,0.00543545824831404,0.004709872123860261,0.001802813490538088,0.003884691639737469,0.0,0.0
larger_population,mainland,0.75,0.5,0.7,200,64,64,0,0,0.002610883496639703,0.006407958238001505,-0.006798072684880505,0.0053040151755523665,0.0,0.0
larger_population,mainland,0.75,0.5,0.7,400,64,64,0,0,0.0028358882590972245,0.007788723257992692,-0.01771061056494851,0.00643990946994676,0.0,0.0
primary,activity_only,0.0,0.0,0.3,10,256,166,79,89,0.0015515601720080872,0.002316826647226315,0.018766949483209908,0.0019871469027118085,-0.0390625,0.013335654860700524
primary,activity_only,0.0,0.0,0.3,40,256,90,143,165,-0.0019160900009682492,0.0056258360139357635,0.056368935944339706,0.004399800217368526,-0.0859375,0.01840340400032069
primary,activity_only,0.0,0.0,0.3,50,256,67,157,188,-0.0018765607192706105,0.00640246836230782,0.06040746553837801,0.005571084370534029,-0.12109375,0.021166247058765426
primary,activity_only,0.0,0.0,0.3,100,256,20,206,236,-0.021429910348597137,0.011673105999303712,0.07634285273971839,0.011823386405327084,-0.1171875,0.020142102022804344
primary,activity_only,0.0,0.0,0.3,200,256,3,248,253,0.025557877380867983,0.005141982374665052,0.019439979791103384,0.018549700690419793,-0.01953125,0.008665862769678052
primary,activity_only,0.0,0.0,0.3,400,256,0,255,256,,,,,-0.00390625,0.00390625
primary,activity_only,0.0,0.0,0.7,10,256,172,69,81,0.004156644212207479,0.0023000806592158992,0.01655081156928418,0.0020527158527442763,-0.046875,0.0163437623017612
primary,activity_only,0.0,0.0,0.7,40,256,95,129,155,0.0031190635285472104,0.005701156382769029,0.04119823637418616,0.0039601354982987886,-0.1015625,0.02327352771980453
primary,activity_only,0.0,0.0,0.7,50,256,74,146,177,-0.00419505349179743,0.007363579704599327,0.044862840571158275,0.005342046006054609,-0.12109375,0.023886377585572476
