campaign,environment,survival,selfing,control,year,all_pairs,paired_survivors,low_start_extinctions,high_start_extinctions,access_distance_change,access_distance_change_mcse,convergence,stable,divergence
larger_population,both,0.0,0.5,neutral,10,64,64,0,0,0.002100920506343363,0.0015308365311601133,0,60,4
larger_population,both,0.0,0.5,neutral,40,64,64,0,0,0.005901379410216757,0.0035969326951969856,14,31,19
larger_population,both,0.0,0.5,neutral,50,64,64,0,0,0.0004542477115311106,0.004017089523314331,20,26,18
larger_population,both,0.0,0.5,neutral,100,64,64,0,0,-0.00023145159033857374,0.005133786142219506,17,26,21
larger_population,both,0.0,0.5,neutral,200,64,64,0,0,0.0010897223468662558,0.007166779167491441,21,16,27
larger_population,both,0.0,0.5,neutral,400,64,64,0,0,-0.0009187592440463637,0.007647986579847885,23,17,24
larger_population,both,0.0,0.5,selected,10,64,64,0,0,-0.007255368472789774,0.0037318429553142756,24,31,9
larger_population,both,0.0,0.5,selected,40,64,64,0,0,-0.011106045480202997,0.008391225212281262,21,21,22
larger_population,both,0.0,0.5,selected,50,64,64,0,0,-0.010843556220091703,0.009168759644332808,27,15,22
larger_population,both,0.0,0.5,selected,100,64,64,0,0,-0.012036628059685903,0.009912688749359928,26,13,25
larger_population,both,0.0,0.5,selected,200,64,64,0,0,-0.01739556500040034,0.010235953381666206,33,7,24
larger_population,both,0.0,0.5,selected,400,64,64,0,0,-0.027715797691211214,0.01028793125876071,36,7,21
larger_population,both,0.75,0.0,neutral,10,64,64,0,0,0.00283607881260329,0.0017388542193685751,4,54,6
larger_population,both,0.75,0.0,neutral,40,64,0,64,64,,,0,0,0
larger_population,both,0.75,0.0,neutral,50,64,0,64,64,,,0,0,0
larger_population,both,0.75,0.0,neutral,100,64,0,64,64,,,0,0,0
larger_population,both,0.75,0.0,neutral,200,64,0,64,64,,,0,0,0
larger_population,both,0.75,0.0,neutral,400,64,0,64,64,,,0,0,0
larger_population,both,0.75,0.0,selected,10,64,64,0,0,-7.794275380751305e-05,0.0018093076571447458,7,51,6
larger_population,both,0.75,0.0,selected,40,64,0,61,64,,,0,0,0
larger_population,both,0.75,0.0,selected,50,64,0,64,64,,,0,0,0
larger_population,both,0.75,0.0,selected,100,64,0,64,64,,,0,0,0
larger_population,both,0.75,0.0,selected,200,64,0,64,64,,,0,0,0
larger_population,both,0.75,0.0,selected,400,64,0,64,64,,,0,0,0
larger_population,both,0.75,0.5,neutral,10,64,64,0,0,-0.0007764543350667081,0.0006099608008797642,0,64,0
larger_population,both,0.75,0.5,neutral,40,64,64,0,0,-0.0007549105612944737,0.0019848102746482382,9,48,7
larger_population,both,0.75,0.5,neutral,50,64,64,0,0,0.0007781193264467037,0.002659897363813311,6,43,15
larger_population,both,0.75,0.5,neutral,100,64,64,0,0,-0.0008894429771420008,0.0039095574143779635,16,33,15
larger_population,both,0.75,0.5,neutral,200,64,64,0,0,-0.006301218274576013,0.005571099605541818,22,24,18
larger_population,both,0.75,0.5,neutral,400,64,64,0,0,-0.010543860496129993,0.006943550149897705,28,17,19
larger_population,both,0.75,0.5,selected,10,64,64,0,0,-0.002021963158741105,0.000732157889769162,0,64,0
larger_population,both,0.75,0.5,selected,40,64,64,0,0,-0.0023614516929022127,0.0026698684931205636,10,43,11
larger_population,both,0.75,0.5,selected,50,64,64,0,0,-0.004104491167311154,0.002935082684377939,15,37,12
larger_population,both,0.75,0.5,selected,100,64,64,0,0,-0.0024398294457128504,0.004321078334641624,21,27,16
larger_population,both,0.75,0.5,selected,200,64,64,0,0,-0.006223901094435586,0.006748010184990716,29,16,19
larger_population,both,0.75,0.5,selected,400,64,64,0,0,-0.009335952621627994,0.008553609641363829,27,20,17
larger_population,community_only,0.0,0.0,neutral,10,64,9,41,36,-0.002233497535789016,0.0027294492660945315,1,8,0
larger_population,community_only,0.0,0.0,neutral,40,64,0,63,64,,,0,0,0
larger_population,community_only,0.0,0.0,neutral,50,64,0,64,64,,,0,0,0
larger_population,community_only,0.0,0.0,neutral,100,64,0,64,64,,,0,0,0
larger_population,community_only,0.0,0.0,neutral,200,64,0,64,64,,,0,0,0
larger_population,community_only,0.0,0.0,neutral,400,64,0,64,64,,,0,0,0
larger_population,community_only,0.0,0.0,selected,10,64,12,38,37,-0.019278237016295083,0.02094167846786715,6,0,6
larger_population,community_only,0.0,0.0,selected,40,64,0,63,64,,,0,0,0
larger_population,community_only,0.0,0.0,selected,50,64,0,64,64,,,0,0,0
larger_population,community_only,0.0,0.0,selected,100,64,0,64,64,,,0,0,0
larger_population,community_only,0.0,0.0,selected,200,64,0,64,64,,,0,0,0
larger_population,community_only,0.0,0.0,selected,400,64,0,64,64,,,0,0,0
larger_population,community_only,0.0,0.5,neutral,10,64,64,0,0,0.0006246296001085764,0.0015707062371049037,1,58,5
larger_population,community_only,0.0,0.5,neutral,40,64,64,0,0,0.0026261865871788108,0.003677635738111066,14,33,17
larger_population,community_only,0.0,0.5,neutral,50,64,64,0,0,0.005360350466116474,0.004409016198385166,15,28,21
larger_population,community_only,0.0,0.5,neutral,100,64,64,0,0,-0.0014744927757947288,0.006116858767123824,23,24,17
larger_population,community_only,0.0,0.5,neutral,200,64,64,0,0,-0.0039767771989042255,0.008510847640030024,26,16,22
larger_population,community_only,0.0,0.5,neutral,400,64,64,0,0,-0.007763422949183883,0.010477615106501331,28,14,22
larger_population,community_only,0.0,0.5,selected,10,64,64,0,0,-0.005953968507697059,0.005257339302229384,26,18,20
larger_population,community_only,0.0,0.5,selected,40,64,64,0,0,-0.008958901458943035,0.00964801426488264,28,11,25
larger_population,community_only,0.0,0.5,selected,50,64,64,0,0,-0.010714111311622185,0.010478124772567963,28,11,25
larger_population,community_only,0.0,0.5,selected,100,64,64,0,0,-0.00834802271856828,0.011632074998817231,27,11,26
larger_population,community_only,0.0,0.5,selected,200,64,64,0,0,-0.016083267550923208,0.012567196529674125,34,8,22
larger_population,community_only,0.0,0.5,selected,400,64,64,0,0,-0.017855862606373667,0.01271066403783746,33,11,20
larger_population,community_only,0.75,0.0,neutral,10,64,64,0,0,-0.0005843263998327039,0.0016423128606716584,2,59,3
larger_population,community_only,0.75,0.0,neutral,40,64,1,60,53,0.03618921800858593,,0,0,1
larger_population,community_only,0.75,0.0,neutral,50,64,0,62,62,,,0,0,0
larger_population,community_only,0.75,0.0,neutral,100,64,0,64,64,,,0,0,0
larger_population,community_only,0.75,0.0,neutral,200,64,0,64,64,,,0,0,0
larger_population,community_only,0.75,0.0,neutral,400,64,0,64,64,,,0,0,0
larger_population,community_only,0.75,0.0,selected,10,64,64,0,0,-0.0020535159032635036,0.0017448327523376568,4,56,4
larger_population,community_only,0.75,0.0,selected,40,64,1,60,54,0.015451150078341802,,0,1,0
larger_population,community_only,0.75,0.0,selected,50,64,0,61,59,,,0,0,0
larger_population,community_only,0.75,0.0,selected,100,64,0,64,64,,,0,0,0
larger_population,community_only,0.75,0.0,selected,200,64,0,64,64,,,0,0,0
larger_population,community_only,0.75,0.0,selected,400,64,0,64,64,,,0,0,0
larger_population,community_only,0.75,0.5,neutral,10,64,64,0,0,0.00022581450780197274,0.000827827484699283,0,63,1
larger_population,community_only,0.75,0.5,neutral,40,64,64,0,0,-8.008708078849087e-05,0.002021034466727376,5,53,6
larger_population,community_only,0.75,0.5,neutral,50,64,64,0,0,-0.001486851104487148,0.0024177309083658334,10,46,8
larger_population,community_only,0.75,0.5,neutral,100,64,64,0,0,-0.0029367582043050254,0.003928797483087691,17,31,16
larger_population,community_only,0.75,0.5,neutral,200,64,64,0,0,0.0016983763382869398,0.005232691961839693,18,24,22
larger_population,community_only,0.75,0.5,neutral,400,64,64,0,0,0.004825720538498509,0.007672476622762956,17,22,25
larger_population,community_only,0.75,0.5,selected,10,64,64,0,0,-0.001706191922935748,0.0012536262616946942,1,62,1
larger_population,community_only,0.75,0.5,selected,40,64,64,0,0,-0.0037144236669826866,0.00343973766181408,18,33,13
larger_population,community_only,0.75,0.5,selected,50,64,64,0,0,-0.0029582830954153674,0.003815930147142851,21,28,15
larger_population,community_only,0.75,0.5,selected,100,64,64,0,0,-0.004144858046439804,0.005630719447559374,24,19,21
larger_population,community_only,0.75,0.5,selected,200,64,64,0,0,-0.006665349087643418,0.007986313460290703,25,18,21
larger_population,community_only,0.75,0.5,selected,400,64,64,0,0,-0.012981068430496755,0.009546479583864094,31,14,19
larger_population,mainland,0.0,0.0,neutral,10,64,53,9,2,-0.00040022132018632545,0.0005352127384153672,0,53,0
larger_population,mainland,0.0,0.0,neutral,40,64,29,21,17,-0.00740741044563347,0.0024977700363218317,5,24,0
larger_population,mainland,0.0,0.0,neutral,50,64,26,24,18,-0.00506258542293688,0.003521099692623675,3,23,0
larger_population,mainland,0.0,0.0,neutral,100,64,15,39,31,-0.011534580555857514,0.007194072575250455,5,9,1
larger_population,mainland,0.0,0.0,neutral,200,64,2,55,55,-0.02589743800751848,0.059010319355651875,1,0,1
larger_population,mainland,0.0,0.0,neutral,400,64,0,64,61,,,0,0,0
larger_population,mainland,0.0,0.0,selected,10,64,55,7,2,-0.001248164710307736,0.005187072090771041,20,19,16
larger_population,mainland,0.0,0.0,selected,40,64,42,16,10,-0.0005936851982626522,0.013893367822170925,17,6,19
larger_population,mainland,0.0,0.0,selected,50,64,39,19,10,-0.012189511527928524,0.014826520151652848,17,7,15
larger_population,mainland,0.0,0.0,selected,100,64,19,37,22,-0.013982864811384213,0.02445933178961177,8,3,8
larger_population,mainland,0.0,0.0,selected,200,64,2,55,51,-0.03227121341923006,0.0772919999554496,1,0,1
larger_population,mainland,0.0,0.0,selected,400,64,1,60,62,-0.12321435391805835,,1,0,0
larger_population,mainland,0.0,0.5,neutral,10,64,64,0,0,-0.002895930561899898,0.0014656364472983895,3,61,0
larger_population,mainland,0.0,0.5,neutral,40,64,64,0,0,-0.008156509102852455,0.00348056123449019,21,34,9
larger_population,mainland,0.0,0.5,neutral,50,64,64,0,0,-0.005082194809097831,0.0038828012430075294,22,29,13
larger_population,mainland,0.0,0.5,neutral,100,64,64,0,0,-0.004978362799472072,0.0050394521746231855,24,23,17
larger_population,mainland,0.0,0.5,neutral,200,64,64,0,0,-0.004351266966830734,0.007371054408156472,25,17,22
larger_population,mainland,0.0,0.5,neutral,400,64,64,0,0,0.013568002864192085,0.008919788381510719,22,12,30
larger_population,mainland,0.0,0.5,selected,10,64,64,0,0,-0.0002392560291849411,0.003728238065686241,19,29,16
larger_population,mainland,0.0,0.5,selected,40,64,64,0,0,0.0035352574936374113,0.009142633257114787,27,10,27
larger_population,mainland,0.0,0.5,selected,50,64,64,0,0,0.005202423611298377,0.010065597275057873,27,12,25
larger_population,mainland,0.0,0.5,selected,100,64,64,0,0,0.01064278750122322,0.010835634228885624,21,17,26
larger_population,mainland,0.0,0.5,selected,200,64,64,0,0,0.005223191777905459,0.01178215391963089,23,10,31
larger_population,mainland,0.0,0.5,selected,400,64,64,0,0,0.0013982103773457055,0.011866164513569151,26,10,28
larger_population,mainland,0.75,0.0,neutral,10,64,64,0,0,0.0006625514690812235,0.001149911166319058,2,62,0
larger_population,mainland,0.75,0.0,neutral,40,64,2,50,36,0.03271529164492509,0.010357789203650991,0,0,2
larger_population,mainland,0.75,0.0,neutral,50,64,0,56,46,,,0,0,0
larger_population,mainland,0.75,0.0,neutral,100,64,0,64,62,,,0,0,0
larger_population,mainland,0.75,0.0,neutral,200,64,0,64,64,,,0,0,0
larger_population,mainland,0.75,0.0,neutral,400,64,0,64,64,,,0,0,0
larger_population,mainland,0.75,0.0,selected,10,64,64,0,0,-0.0011209707295364328,0.0012899012724963907,2,61,1
larger_population,mainland,0.75,0.0,selected,40,64,2,52,36,-0.04794230499886018,0.018439387963311155,2,0,0
larger_population,mainland,0.75,0.0,selected,50,64,0,57,43,,,0,0,0
larger_population,mainland,0.75,0.0,selected,100,64,0,62,62,,,0,0,0
larger_population,mainland,0.75,0.0,selected,200,64,0,64,64,,,0,0,0
larger_population,mainland,0.75,0.0,selected,400,64,0,64,64,,,0,0,0
larger_population,mainland,0.75,0.5,neutral,10,64,64,0,0,0.000994512307577326,0.0008221949400274982,0,64,0
larger_population,mainland,0.75,0.5,neutral,40,64,64,0,0,0.0004326822558559061,0.001999435026976142,4,55,5
larger_population,mainland,0.75,0.5,neutral,50,64,64,0,0,-0.0012600566860782245,0.0023957127188036966,10,45,9
larger_population,mainland,0.75,0.5,neutral,100,64,64,0,0,0.0009010748499601595,0.0041484392003452,19,26,19
larger_population,mainland,0.75,0.5,neutral,200,64,64,0,0,-0.004131326247855076,0.005221883385059789,22,18,24
larger_population,mainland,0.75,0.5,neutral,400,64,64,0,0,-0.003919717967193233,0.007386382253657583,25,17,22
larger_population,mainland,0.75,0.5,selected,10,64,64,0,0,0.0009807877927895054,0.0009679991056015032,0,64,0
larger_population,mainland,0.75,0.5,selected,40,64,64,0,0,0.003728106620248085,0.0032857084170325617,10,37,17
larger_population,mainland,0.75,0.5,selected,50,64,64,0,0,0.004252281653831243,0.0036478347155481255,13,32,19
larger_population,mainland,0.75,0.5,selected,100,64,64,0,0,0.011110440957045843,0.004755953306360837,12,26,26
larger_population,mainland,0.75,0.5,selected,200,64,64,0,0,0.009244196233155883,0.006756307632484773,22,12,30
larger_population,mainland,0.75,0.5,selected,400,64,64,0,0,0.004985369695534066,0.008188507801109277,23,14,27
primary,activity_only,0.0,0.0,fixed,10,256,105,85,76,-5.815453938512725e-18,1.49482283165757e-17,0,105,0
primary,activity_only,0.0,0.0,fixed,40,256,26,159,154,-2.9890619893754213e-17,3.2328828897250596e-17,0,26,0
primary,activity_only,0.0,0.0,fixed,50,256,14,179,175,3.96508223080413e-18,2.993571436480519e-17,0,14,0
primary,activity_only,0.0,0.0,fixed,100,256,2,231,225,5.551115123125783e-17,5.551115123125783e-17,0,2,0
primary,activity_only,0.0,0.0,fixed,200,256,0,252,252,,,0,0,0
primary,activity_only,0.0,0.0,fixed,400,256,0,256,256,,,0,0,0
primary,activity_only,0.0,0.0,neutral,10,256,98,89,81,0.000270214485976663,0.0019526379485959899,11,74,13
primary,activity_only,0.0,0.0,neutral,40,256,21,165,155,0.0038112443683400166,0.00742346228980258,4,13,4
primary,activity_only,0.0,0.0,neutral,50,256,12,188,177,-1.579408040428461e-05,0.007085585453632358,2,7,3
primary,activity_only,0.0,0.0,neutral,100,256,1,236,222,0.08219735861403599,,0,0,1
primary,activity_only,0.0,0.0,neutral,200,256,0,253,252,,,0,0,0
primary,activity_only,0.0,0.0,neutral,400,256,0,256,256,,,0,0,0
primary,activity_only,0.0,0.0,selected,10,256,116,79,69,-0.006743344695928357,0.004282693268115303,49,36,31
primary,activity_only,0.0,0.0,selected,40,256,36,143,129,-0.02731068029579643,0.014697455302544946,18,7,11
primary,activity_only,0.0,0.0,selected,50,256,24,157,146,-0.028151281997641636,0.01923064282581416,10,6,8
primary,activity_only,0.0,0.0,selected,100,256,6,206,207,-0.01779928501240873,0.036932029055691144,3,1,2
primary,activity_only,0.0,0.0,selected,200,256,0,248,249,,,0,0,0
primary,activity_only,0.0,0.0,selected,400,256,0,255,256,,,0,0,0
primary,activity_only,0.0,0.5,fixed,10,256,256,0,0,0.0,0.0,0,256,0
primary,activity_only,0.0,0.5,fixed,40,256,256,0,0,0.0,0.0,0,256,0
primary,activity_only,0.0,0.5,fixed,50,256,256,0,0,0.0,0.0,0,256,0
primary,activity_only,0.0,0.5,fixed,100,256,256,0,0,0.0,0.0,0,256,0
primary,activity_only,0.0,0.5,fixed,200,256,256,0,0,0.0,0.0,0,256,0
primary,activity_only,0.0,0.5,fixed,400,256,256,0,0,0.0,0.0,0,256,0
primary,activity_only,0.0,0.5,neutral,10,256,256,0,0,-0.001198375916914099,0.0013949454360333618,53,159,44
primary,activity_only,0.0,0.5,neutral,40,256,256,0,0,-0.0005105268638506905,0.0030423941581479517,91,82,83
primary,activity_only,0.0,0.5,neutral,50,256,256,0,0,-0.0009190227794432719,0.00327267852690311,96,74,86
primary,activity_only,0.0,0.5,neutral,100,256,256,0,0,0.0007977768655673641,0.004067419336578552,96,58,102
primary,activity_only,0.0,0.5,neutral,200,256,256,0,0,-0.001831341125853554,0.0044755344300135514,96,65,95
primary,activity_only,0.0,0.5,neutral,400,256,256,0,0,-0.00040858055921850264,0.004607680290497008,92,60,104
primary,activity_only,0.0,0.5,selected,10,256,256,0,0,0.0003264996291472595,0.0020107904445277438,68,118,70
primary,activity_only,0.0,0.5,selected,40,256,256,0,0,0.002029215513513573,0.004072620459619623,91,71,94
primary,activity_only,0.0,0.5,selected,50,256,256,0,0,0.0012782631977384259,0.004388570961496889,100,56,100
primary,activity_only,0.0,0.5,selected,100,256,256,0,0,0.0013426789385422109,0.004955891887351973,106,49,101
primary,activity_only,0.0,0.5,selected,200,256,256,0,0,0.003610300872794246,0.005058293227749854,98,50,108
primary,activity_only,0.0,0.5,selected,400,256,256,0,0,0.0038263342187077726,0.005075694553586104,99,47,110
primary,activity_only,0.75,0.0,fixed,10,256,248,4,4,-5.0810610199578735e-17,3.294912841604176e-17,0,248,0
primary,activity_only,0.75,0.0,fixed,40,256,0,256,256,,,0,0,0
primary,activity_only,0.75,0.0,fixed,50,256,0,256,256,,,0,0,0
primary,activity_only,0.75,0.0,fixed,100,256,0,256,256,,,0,0,0
primary,activity_only,0.75,0.0,fixed,200,256,0,256,256,,,0,0,0
primary,activity_only,0.75,0.0,fixed,400,256,0,256,256,,,0,0,0
primary,activity_only,0.75,0.0,neutral,10,256,247,6,4,-0.0037105773026639153,0.0019377829820851579,66,130,51
primary,activity_only,0.75,0.0,neutral,40,256,0,256,256,,,0,0,0
primary,activity_only,0.75,0.0,neutral,50,256,0,256,256,,,0,0,0
primary,activity_only,0.75,0.0,neutral,100,256,0,256,256,,,0,0,0
primary,activity_only,0.75,0.0,neutral,200,256,0,256,256,,,0,0,0
primary,activity_only,0.75,0.0,neutral,400,256,0,256,256,,,0,0,0
primary,activity_only,0.75,0.0,selected,10,256,246,7,4,-0.0016888089461935324,0.002022041421308424,64,126,56
primary,activity_only,0.75,0.0,selected,40,256,0,256,255,,,0,0,0
primary,activity_only,0.75,0.0,selected,50,256,0,256,256,,,0,0,0
primary,activity_only,0.75,0.0,selected,100,256,0,256,256,,,0,0,0
primary,activity_only,0.75,0.0,selected,200,256,0,256,256,,,0,0,0
primary,activity_only,0.75,0.0,selected,400,256,0,256,256,,,0,0,0
primary,activity_only,0.75,0.5,fixed,10,256,256,0,0,4.336808689942018e-19,4.336808689942018e-19,0,256,0
primary,activity_only,0.75,0.5,fixed,40,256,256,0,0,-2.168404344971009e-19,4.856299365229931e-19,0,256,0
primary,activity_only,0.75,0.5,fixed,50,256,256,0,0,0.0,0.0,0,256,0
primary,activity_only,0.75,0.5,fixed,100,256,256,0,0,0.0,0.0,0,256,0
primary,activity_only,0.75,0.5,fixed,200,256,256,0,0,2.168404344971009e-19,1.0862411064397723e-18,0,256,0
primary,activity_only,0.75,0.5,fixed,400,256,256,0,0,8.673617379884035e-19,8.673617379884035e-19,0,256,0
primary,activity_only,0.75,0.5,neutral,10,256,256,0,0,0.001006605294821452,0.0006608251843052843,9,235,12
primary,activity_only,0.75,0.5,neutral,40,256,256,0,0,0.0011098540249081025,0.0020109776183840316,66,112,78
primary,activity_only,0.75,0.5,neutral,50,256,256,0,0,0.004697858129827332,0.0023083545160586865,61,114,81
primary,activity_only,0.75,0.5,neutral,100,256,256,0,0,0.004349064644316289,0.003367069943615391,92,61,103
primary,activity_only,0.75,0.5,neutral,200,256,256,0,0,0.007808268688903263,0.004133476608096434,85,59,112
primary,activity_only,0.75,0.5,neutral,400,256,256,0,0,0.009242430739515618,0.004788235332184927,84,58,114
primary,activity_only,0.75,0.5,selected,10,256,256,0,0,0.001288542391683801,0.0007613571937578085,10,229,17
primary,activity_only,0.75,0.5,selected,40,256,256,0,0,0.004527441735493298,0.002088308245475677,60,116,80
primary,activity_only,0.75,0.5,selected,50,256,256,0,0,0.0037366859935438583,0.002373607137663213,77,90,89
primary,activity_only,0.75,0.5,selected,100,256,256,0,0,0.004414385952535407,0.0035023905168672545,77,73,106
primary,activity_only,0.75,0.5,selected,200,256,256,0,0,0.0027681853259767268,0.0044827065757902925,102,51,103
primary,activity_only,0.75,0.5,selected,400,256,256,0,0,0.0024411797087493447,0.0048957620851430295,99,56,101
primary,both,0.0,0.0,fixed,10,256,15,172,182,4.4408920985006264e-17,4.4408920985006246e-17,0,15,0
primary,both,0.0,0.0,fixed,40,256,0,256,251,,,0,0,0
primary,both,0.0,0.0,fixed,50,256,0,256,254,,,0,0,0
primary,both,0.0,0.0,fixed,100,256,0,256,256,,,0,0,0
primary,both,0.0,0.0,fixed,200,256,0,256,256,,,0,0,0
primary,both,0.0,0.0,fixed,400,256,0,256,256,,,0,0,0
primary,both,0.0,0.0,neutral,10,256,13,173,179,-0.006075186040346092,0.003754627344984175,2,10,1
primary,both,0.0,0.0,neutral,40,256,0,256,252,,,0,0,0
primary,both,0.0,0.0,neutral,50,256,0,256,254,,,0,0,0
primary,both,0.0,0.0,neutral,100,256,0,256,256,,,0,0,0
primary,both,0.0,0.0,neutral,200,256,0,256,256,,,0,0,0
primary,both,0.0,0.0,neutral,400,256,0,256,256,,,0,0,0
primary,both,0.0,0.0,selected,10,256,19,166,173,-0.014345418713923305,0.014121639969762814,8,4,7
primary,both,0.0,0.0,selected,40,256,0,256,251,,,0,0,0
primary,both,0.0,0.0,selected,50,256,0,256,254,,,0,0,0
primary,both,0.0,0.0,selected,100,256,0,256,256,,,0,0,0
primary,both,0.0,0.0,selected,200,256,0,256,256,,,0,0,0
primary,both,0.0,0.0,selected,400,256,0,256,256,,,0,0,0
primary,both,0.0,0.5,fixed,10,256,256,0,0,0.0,0.0,0,256,0
