source_logical_id,resolved_domain,specificity,zone,community_name,island,archipelago,geological_origin,species_code,month_index,month_label,classification_metric,classification_value,partner_functional_richness,partner_rank_abundance,partner_abundance_evenness,source_line
s003,flower_visitor,Generalized,CB,Caleton Blanco,Lanzarote,Canary Islands,oceanic_island_system,tet.sp,1,January,L,6.0,5.0,2.5,0.437,20
s003,flower_visitor,Generalized,CB,Caleton Blanco,Lanzarote,Canary Islands,oceanic_island_system,tet.sp,2,February,L,11.0,8.0,2.36,0.427,21
s003,flower_visitor,Generalized,CB,Caleton Blanco,Lanzarote,Canary Islands,oceanic_island_system,tet.sp,3,March,L,13.0,10.0,2.85,0.42,22
s003,flower_visitor,Generalized,CB,Caleton Blanco,Lanzarote,Canary Islands,oceanic_island_system,tet.sp,4,April,L,8.0,6.0,2.63,0.315,23
s003,flower_visitor,Generalized,CM,Cala Mesquida,Mallorca,Balearic Islands,continental_island_system,api.mel,1,April,L,3.0,2.0,3.67,0.207,24
s003,flower_visitor,Generalized,CM,Cala Mesquida,Mallorca,Balearic Islands,continental_island_system,api.mel,2,May,L,8.0,6.0,2.13,0.33,25
s003,flower_visitor,Generalized,CM,Cala Mesquida,Mallorca,Balearic Islands,continental_island_system,api.mel,3,June,L,8.0,6.0,2.5,0.189,26
s003,flower_visitor,Generalized,CM,Cala Mesquida,Mallorca,Balearic Islands,continental_island_system,api.mel,4,July,L,1.0,1.0,3.0,1.0,27
s003,flower_visitor,Generalized,CM,Cala Mesquida,Mallorca,Balearic Islands,continental_island_system,bru.sp,1,April,L,1.0,1.0,1.0,1.0,28
s003,flower_visitor,Generalized,CM,Cala Mesquida,Mallorca,Balearic Islands,continental_island_system,bru.sp,2,May,L,7.0,4.0,1.86,0.289,29
s003,flower_visitor,Generalized,CM,Cala Mesquida,Mallorca,Balearic Islands,continental_island_system,bru.sp,3,June,L,6.0,3.0,2.33,0.14,30
s003,flower_visitor,Generalized,CM,Cala Mesquida,Mallorca,Balearic Islands,continental_island_system,bru.sp,4,July,L,3.0,2.0,3.33,0.043,31
s003,flower_visitor,Generalized,CM,Cala Mesquida,Mallorca,Balearic Islands,continental_island_system,osc.sp,1,April,L,3.0,1.0,1.67,0.237,32
s003,flower_visitor,Generalized,CM,Cala Mesquida,Mallorca,Balearic Islands,continental_island_system,osc.sp,2,May,L,8.0,5.0,1.5,0.339,33
s003,flower_visitor,Generalized,CM,Cala Mesquida,Mallorca,Balearic Islands,continental_island_system,osc.sp,3,June,L,11.0,5.0,1.55,0.119,34
s003,flower_visitor,Generalized,CM,Cala Mesquida,Mallorca,Balearic Islands,continental_island_system,pla.pyg,1,April,L,3.0,2.0,2.0,0.247,35
s003,flower_visitor,Generalized,CM,Cala Mesquida,Mallorca,Balearic Islands,continental_island_system,pla.pyg,2,May,L,6.0,5.0,1.83,0.22,36
s003,flower_visitor,Generalized,CM,Cala Mesquida,Mallorca,Balearic Islands,continental_island_system,pla.pyg,3,June,L,6.0,4.0,2.17,0.142,37
s003,flower_visitor,Generalized,CM,Cala Mesquida,Mallorca,Balearic Islands,continental_island_system,psi.sp,1,April,L,5.0,2.0,1.4,0.59,38
s003,flower_visitor,Generalized,CM,Cala Mesquida,Mallorca,Balearic Islands,continental_island_system,psi.sp,2,May,L,12.0,4.0,1.42,0.303,39
s003,flower_visitor,Generalized,CM,Cala Mesquida,Mallorca,Balearic Islands,continental_island_system,psi.sp,3,June,L,8.0,2.0,2.25,0.166,40
s003,flower_visitor,Generalized,LC,Las Conchas,Lanzarote,Canary Islands,oceanic_island_system,ant.all,1,January,L,8.0,5.0,2.5,0.168,41
s003,flower_visitor,Generalized,LC,Las Conchas,Lanzarote,Canary Islands,oceanic_island_system,ant.all,2,February,L,8.0,6.0,3.75,0.262,42
s003,flower_visitor,Generalized,LC,Las Conchas,Lanzarote,Canary Islands,oceanic_island_system,ant.all,3,March,L,11.0,6.0,2.91,0.202,43
s003,flower_visitor,Generalized,LC,Las Conchas,Lanzarote,Canary Islands,oceanic_island_system,ant.all,4,April,L,6.0,5.0,2.17,0.197,44
s003,flower_visitor,Generalized,LC,Las Conchas,Lanzarote,Canary Islands,oceanic_island_system,att.sp,1,January,L,1.0,1.0,3.0,1.0,45
s003,flower_visitor,Generalized,LC,Las Conchas,Lanzarote,Canary Islands,oceanic_island_system,att.sp,2,February,L,4.0,3.0,3.25,0.158,46
s003,flower_visitor,Generalized,LC,Las Conchas,Lanzarote,Canary Islands,oceanic_island_system,att.sp,3,March,L,9.0,4.0,2.22,0.264,47
s003,flower_visitor,Generalized,LC,Las Conchas,Lanzarote,Canary Islands,oceanic_island_system,att.sp,4,April,L,9.0,4.0,1.56,0.173,48
s003,flower_visitor,Generalized,LC,Las Conchas,Lanzarote,Canary Islands,oceanic_island_system,bom.aar,1,January,L,2.0,2.0,2.5,0.18,49
s003,flower_visitor,Generalized,LC,Las Conchas,Lanzarote,Canary Islands,oceanic_island_system,bom.aar,2,February,L,5.0,4.0,3.0,0.193,50
s003,flower_visitor,Generalized,LC,Las Conchas,Lanzarote,Canary Islands,oceanic_island_system,bom.aar,3,March,L,8.0,4.0,2.63,0.21,51
s003,flower_visitor,Generalized,LC,Las Conchas,Lanzarote,Canary Islands,oceanic_island_system,bom.aar,4,April,L,9.0,5.0,1.22,0.354,52
s003,flower_visitor,Generalized,LC,Las Conchas,Lanzarote,Canary Islands,oceanic_island_system,sar.sp3,1,January,L,6.0,5.0,3.33,0.177,53
s003,flower_visitor,Generalized,LC,Las Conchas,Lanzarote,Canary Islands,oceanic_island_system,sar.sp3,2,February,L,5.0,5.0,4.0,0.213,54
s003,flower_visitor,Generalized,LC,Las Conchas,Lanzarote,Canary Islands,oceanic_island_system,sar.sp3,3,March,L,5.0,4.0,2.8,0.14,55
s003,flower_visitor,Generalized,LC,Las Conchas,Lanzarote,Canary Islands,oceanic_island_system,sar.sp3,4,April,L,7.0,5.0,2.0,0.193,56
s003,flower_visitor,Generalized,LC,Las Conchas,Lanzarote,Canary Islands,oceanic_island_system,tet.sp,1,January,L,7.0,5.0,2.71,0.195,57
s003,flower_visitor,Generalized,LC,Las Conchas,Lanzarote,Canary Islands,oceanic_island_system,tet.sp,2,February,L,8.0,7.0,3.63,0.262,58
s003,flower_visitor,Generalized,LC,Las Conchas,Lanzarote,Canary Islands,oceanic_island_system,tet.sp,3,March,L,6.0,4.0,3.17,0.136,59
s003,flower_visitor,Generalized,LC,Las Conchas,Lanzarote,Canary Islands,oceanic_island_system,tet.sp,4,April,L,3.0,1.0,1.0,0.34,60
s003,flower_visitor,Generalized,SB,Son Bosc,Mallorca,Balearic Islands,continental_island_system,mel.sp,1,April,L,22.0,15.0,1.59,0.343,61
s003,flower_visitor,Generalized,SB,Son Bosc,Mallorca,Balearic Islands,continental_island_system,mel.sp,2,May,L,16.0,10.0,1.06,,62
s003,flower_visitor,Generalized,SB,Son Bosc,Mallorca,Balearic Islands,continental_island_system,mel.sp,3,June,L,2.0,2.0,3.0,0.005,63
s003,flower_visitor,Generalized,SB,Son Bosc,Mallorca,Balearic Islands,continental_island_system,mel.sp,4,July,L,5.0,3.0,1.0,,64
s003,flower_visitor,Generalized,SB,Son Bosc,Mallorca,Balearic Islands,continental_island_system,psi.sp,1,April,L,15.0,11.0,1.27,0.852,65
s003,flower_visitor,Generalized,SB,Son Bosc,Mallorca,Balearic Islands,continental_island_system,psi.sp,2,May,L,12.0,6.0,1.33,0.253,66
s003,flower_visitor,Generalized,SB,Son Bosc,Mallorca,Balearic Islands,continental_island_system,psi.sp,3,June,L,2.0,1.0,1.0,0.088,67
s003,flower_visitor,Generalized,SB,Son Bosc,Mallorca,Balearic Islands,continental_island_system,rho.sep,1,April,L,3.0,3.0,1.0,0.346,68
s003,flower_visitor,Generalized,SB,Son Bosc,Mallorca,Balearic Islands,continental_island_system,rho.sep,2,May,L,7.0,7.0,1.14,0.871,69
s003,flower_visitor,Generalized,SB,Son Bosc,Mallorca,Balearic Islands,continental_island_system,rho.sep,3,June,L,8.0,6.0,1.5,0.173,70
s003,flower_visitor,Generalized,SB,Son Bosc,Mallorca,Balearic Islands,continental_island_system,rho.sep,4,July,L,1.0,1.0,1.0,1.0,71
s003,flower_visitor,Generalized,SB,Son Bosc,Mallorca,Balearic Islands,continental_island_system,spe.sp,1,April,L,10.0,7.0,1.5,0.413,72
s003,flower_visitor,Generalized,SB,Son Bosc,Mallorca,Balearic Islands,continental_island_system,spe.sp,2,May,L,22.0,11.0,1.32,0.449,73
s003,flower_visitor,Generalized,SB,Son Bosc,Mallorca,Balearic Islands,continental_island_system,spe.sp,3,June,L,10.0,7.0,1.4,0.002,74
s003,flower_visitor,Generalized,SB,Son Bosc,Mallorca,Balearic Islands,continental_island_system,spe.sp,4,July,L,6.0,5.0,2.17,1.0,75
s003,flower_visitor,Generalized,SB,Son Bosc,Mallorca,Balearic Islands,continental_island_system,sph.sp,1,April,L,1.0,1.0,1.0,1.0,76
s003,flower_visitor,Generalized,SB,Son Bosc,Mallorca,Balearic Islands,continental_island_system,sph.sp,2,May,L,7.0,6.0,1.29,0.514,77
s003,flower_visitor,Generalized,SB,Son Bosc,Mallorca,Balearic Islands,continental_island_system,sph.sp,3,June,L,16.0,13.0,1.31,0.006,78
s003,flower_visitor,Generalized,SB,Son Bosc,Mallorca,Balearic Islands,continental_island_system,sph.sp,4,July,L,2.0,2.0,3.0,0.313,79
s003,flower_visitor,Specialized,CB,Caleton Blanco,Lanzarote,Canary Islands,oceanic_island_system,aul.can,1,January,L,1.0,1.0,1.0,1.0,88
s003,flower_visitor,Specialized,CB,Caleton Blanco,Lanzarote,Canary Islands,oceanic_island_system,aul.can,2,February,L,1.0,1.0,2.0,1.0,89
s003,flower_visitor,Specialized,CB,Caleton Blanco,Lanzarote,Canary Islands,oceanic_island_system,aul.can,3,March,L,1.0,1.0,2.0,1.0,90
s003,flower_visitor,Specialized,CB,Caleton Blanco,Lanzarote,Canary Islands,oceanic_island_system,aul.can,4,April,L,1.0,1.0,1.0,1.0,91
s003,flower_visitor,Specialized,CB,Caleton Blanco,Lanzarote,Canary Islands,oceanic_island_system,che.acu,1,January,L,2.0,2.0,2.0,0.163,92
s003,flower_visitor,Specialized,CB,Caleton Blanco,Lanzarote,Canary Islands,oceanic_island_system,che.acu,2,February,L,5.0,4.0,3.2,0.342,93
s003,flower_visitor,Specialized,CB,Caleton Blanco,Lanzarote,Canary Islands,oceanic_island_system,che.acu,3,March,L,2.0,1.0,2.0,0.203,94
s003,flower_visitor,Specialized,CB,Caleton Blanco,Lanzarote,Canary Islands,oceanic_island_system,che.acu,4,April,L,1.0,1.0,1.0,1.0,95
s003,flower_visitor,Specialized,CB,Caleton Blanco,Lanzarote,Canary Islands,oceanic_island_system,sar.sp1,1,January,L,4.0,4.0,2.5,0.364,96
s003,flower_visitor,Specialized,CB,Caleton Blanco,Lanzarote,Canary Islands,oceanic_island_system,sar.sp1,4,April,L,3.0,3.0,2.75,0.15,97
s003,flower_visitor,Specialized,CB,Caleton Blanco,Lanzarote,Canary Islands,oceanic_island_system,van.car,1,January,L,1.0,1.0,1.0,1.0,98
s003,flower_visitor,Specialized,CB,Caleton Blanco,Lanzarote,Canary Islands,oceanic_island_system,van.car,2,February,L,2.0,1.0,2.5,0.043,99
s003,flower_visitor,Specialized,CM,Cala Mesquida,Mallorca,Balearic Islands,continental_island_system,cer.par,3,June,L,2.0,1.0,1.0,0.16,100
s003,flower_visitor,Specialized,CM,Cala Mesquida,Mallorca,Balearic Islands,continental_island_system,cer.par,4,July,L,2.0,1.0,1.5,0.23,101
s003,flower_visitor,Specialized,CM,Cala Mesquida,Mallorca,Balearic Islands,continental_island_system,hec.alb,2,May,L,2.0,1.0,4.0,0.145,102
s003,flower_visitor,Specialized,CM,Cala Mesquida,Mallorca,Balearic Islands,continental_island_system,hec.alb,3,June,L,2.0,1.0,4.0,0.076,103
s003,flower_visitor,Specialized,CM,Cala Mesquida,Mallorca,Balearic Islands,continental_island_system,hop.leu,2,May,L,1.0,1.0,1.0,1.0,104
s003,flower_visitor,Specialized,CM,Cala Mesquida,Mallorca,Balearic Islands,continental_island_system,hop.leu,3,June,L,1.0,1.0,1.0,1.0,105
s003,flower_visitor,Specialized,CM,Cala Mesquida,Mallorca,Balearic Islands,continental_island_system,lep.anc,2,May,L,1.0,1.0,1.0,1.0,106
s003,flower_visitor,Specialized,CM,Cala Mesquida,Mallorca,Balearic Islands,continental_island_system,lep.anc,3,June,L,1.0,1.0,1.0,1.0,107
s003,flower_visitor,Specialized,CM,Cala Mesquida,Mallorca,Balearic Islands,continental_island_system,sar.fil,3,June,L,1.0,1.0,5.0,1.0,108
s003,flower_visitor,Specialized,CM,Cala Mesquida,Mallorca,Balearic Islands,continental_island_system,sar.fil,4,July,L,1.0,1.0,5.0,1.0,109
s003,flower_visitor,Specialized,LC,Las Conchas,Lanzarote,Canary Islands,oceanic_island_system,das.lan,3,March,L,2.0,2.0,3.0,0.116,110
s003,flower_visitor,Specialized,LC,Las Conchas,Lanzarote,Canary Islands,oceanic_island_system,das.lan,4,April,L,2.0,1.0,1.0,0.144,111
s003,flower_visitor,Specialized,LC,Las Conchas,Lanzarote,Canary Islands,oceanic_island_system,hyl.hoh,1,January,L,1.0,1.0,5.0,1.0,112
s003,flower_visitor,Specialized,LC,Las Conchas,Lanzarote,Canary Islands,oceanic_island_system,hyl.hoh,2,February,L,1.0,1.0,5.0,1.0,113
s003,flower_visitor,Specialized,LC,Las Conchas,Lanzarote,Canary Islands,oceanic_island_system,hyl.hoh,3,March,L,1.0,1.0,5.0,1.0,114
s003,flower_visitor,Specialized,LC,Las Conchas,Lanzarote,Canary Islands,oceanic_island_system,luc.ser,1,January,L,2.0,2.0,3.5,0.028,115
s003,flower_visitor,Specialized,LC,Las Conchas,Lanzarote,Canary Islands,oceanic_island_system,luc.ser,2,February,L,1.0,1.0,5.0,1.0,116
s003,flower_visitor,Specialized,LC,Las Conchas,Lanzarote,Canary Islands,oceanic_island_system,luc.ser,3,March,L,1.0,1.0,5.0,1.0,117
s003,flower_visitor,Specialized,LC,Las Conchas,Lanzarote,Canary Islands,oceanic_island_system,luc.ser,4,April,L,1.0,1.0,5.0,1.0,118
s003,flower_visitor,Specialized,LC,Las Conchas,Lanzarote,Canary Islands,oceanic_island_system,nom.dec,2,February,L,1.0,1.0,3.0,1.0,119
s003,flower_visitor,Specialized,LC,Las Conchas,Lanzarote,Canary Islands,oceanic_island_system,nom.dec,3,March,L,1.0,1.0,1.0,1.0,120
s003,flower_visitor,Specialized,LC,Las Conchas,Lanzarote,Canary Islands,oceanic_island_system,nom.dec,4,April,L,1.0,1.0,1.0,1.0,121
s003,flower_visitor,Specialized,LC,Las Conchas,Lanzarote,Canary Islands,oceanic_island_system,osm.lan,2,February,L,3.0,1.0,2.33,0.054,122
s003,flower_visitor,Specialized,LC,Las Conchas,Lanzarote,Canary Islands,oceanic_island_system,osm.lan,3,March,L,5.0,2.0,2.6,0.229,123
s003,flower_visitor,Specialized,LC,Las Conchas,Lanzarote,Canary Islands,oceanic_island_system,osm.lan,4,April,L,2.0,1.0,1.5,0.158,124
s003,flower_visitor,Specialized,SB,Son Bosc,Mallorca,Balearic Islands,continental_island_system,and.mic,2,May,L,2.0,2.0,1.0,0.586,125
s003,flower_visitor,Specialized,SB,Son Bosc,Mallorca,Balearic Islands,continental_island_system,and.mic,3,June,L,2.0,2.0,2.0,0.004,126
s003,flower_visitor,Specialized,SB,Son Bosc,Mallorca,Balearic Islands,continental_island_system,byr.sp,1,April,L,2.0,1.0,1.0,0.204,127
s003,flower_visitor,Specialized,SB,Son Bosc,Mallorca,Balearic Islands,continental_island_system,byr.sp,2,May,L,3.0,1.0,1.0,,128
s003,flower_visitor,Specialized,SB,Son Bosc,Mallorca,Balearic Islands,continental_island_system,eri.aen,3,June,L,2.0,2.0,3.0,0.004,129
s003,flower_visitor,Specialized,SB,Son Bosc,Mallorca,Balearic Islands,continental_island_system,eri.aen,4,July,L,2.0,2.0,3.0,1.0,130
s003,flower_visitor,Specialized,SB,Son Bosc,Mallorca,Balearic Islands,continental_island_system,iso.sp,1,April,L,2.0,2.0,1.0,0.288,131
s003,flower_visitor,Specialized,SB,Son Bosc,Mallorca,Balearic Islands,continental_island_system,iso.sp,2,May,L,2.0,2.0,1.0,0.554,132
s003,flower_visitor,Specialized,SB,Son Bosc,Mallorca,Balearic Islands,continental_island_system,oxy.fun,2,May,L,2.0,2.0,1.0,0.704,133
s003,flower_visitor,Specialized,SB,Son Bosc,Mallorca,Balearic Islands,continental_island_system,oxy.fun,3,June,L,1.0,1.0,1.0,1.0,134
s003,flower_visitor,Opportunistic,CB,Caleton Blanco,Lanzarote,Canary Islands,oceanic_island_system,che.acu,1,January,d_prime,0.57,2.0,2.0,0.163,141
s003,flower_visitor,Opportunistic,CB,Caleton Blanco,Lanzarote,Canary Islands,oceanic_island_system,che.acu,2,February,d_prime,0.33,4.0,3.2,0.342,142
s003,flower_visitor,Opportunistic,CB,Caleton Blanco,Lanzarote,Canary Islands,oceanic_island_system,che.acu,3,March,d_prime,0.41,1.0,2.5,0.203,143
s003,flower_visitor,Opportunistic,CB,Caleton Blanco,Lanzarote,Canary Islands,oceanic_island_system,che.acu,4,April,d_prime,0.59,1.0,1.0,1.0,144
s003,flower_visitor,Opportunistic,CB,Caleton Blanco,Lanzarote,Canary Islands,oceanic_island_system,pla.mau,1,January,d_prime,0.44,2.0,2.5,0.098,145
s003,flower_visitor,Opportunistic,CB,Caleton Blanco,Lanzarote,Canary Islands,oceanic_island_system,pla.mau,2,February,d_prime,0.39,4.0,2.0,0.332,146
s003,flower_visitor,Opportunistic,CB,Caleton Blanco,Lanzarote,Canary Islands,oceanic_island_system,pla.mau,3,March,d_prime,0.31,5.0,2.5,0.283,147
s003,flower_visitor,Opportunistic,CB,Caleton Blanco,Lanzarote,Canary Islands,oceanic_island_system,pla.mau,4,April,d_prime,0.62,4.0,2.5,0.18,148
s003,flower_visitor,Opportunistic,CB,Caleton Blanco,Lanzarote,Canary Islands,oceanic_island_system,sar.sp1,1,January,d_prime,0.41,4.0,2.5,0.364,149
s003,flower_visitor,Opportunistic,CB,Caleton Blanco,Lanzarote,Canary Islands,oceanic_island_system,sar.sp1,4,April,d_prime,0.22,3.0,3.33,0.15,150
s003,flower_visitor,Opportunistic,CB,Caleton Blanco,Lanzarote,Canary Islands,oceanic_island_system,tet.sp,1,January,d_prime,0.58,5.0,2.5,0.437,151
s003,flower_visitor,Opportunistic,CB,Caleton Blanco,Lanzarote,Canary Islands,oceanic_island_system,tet.sp,2,February,d_prime,0.48,8.0,2.36,0.427,152
s003,flower_visitor,Opportunistic,CB,Caleton Blanco,Lanzarote,Canary Islands,oceanic_island_system,tet.sp,3,March,d_prime,0.24,10.0,2.85,0.42,153
s003,flower_visitor,Opportunistic,CB,Caleton Blanco,Lanzarote,Canary Islands,oceanic_island_system,tet.sp,4,April,d_prime,0.4,6.0,2.63,0.315,154
s003,flower_visitor,Opportunistic,CB,Caleton Blanco,Lanzarote,Canary Islands,oceanic_island_system,van.car,1,January,d_prime,0.55,1.0,3.0,1.0,155
s003,flower_visitor,Opportunistic,CB,Caleton Blanco,Lanzarote,Canary Islands,oceanic_island_system,van.car,2,February,d_prime,0.4,1.0,2.5,0.043,156
s003,flower_visitor,Opportunistic,CM,Cala Mesquida,Mallorca,Balearic Islands,continental_island_system,bru.sp,1,April,d_prime,0.81,1.0,1.0,1.0,157
s003,flower_visitor,Opportunistic,CM,Cala Mesquida,Mallorca,Balearic Islands,continental_island_system,bru.sp,2,May,d_prime,0.28,4.0,1.86,0.289,158
s003,flower_visitor,Opportunistic,CM,Cala Mesquida,Mallorca,Balearic Islands,continental_island_system,bru.sp,3,June,d_prime,0.09,3.0,2.33,0.14,159
s003,flower_visitor,Opportunistic,CM,Cala Mesquida,Mallorca,Balearic Islands,continental_island_system,bru.sp,4,July,d_prime,0.16,2.0,3.33,0.043,160
s003,flower_visitor,Opportunistic,CM,Cala Mesquida,Mallorca,Balearic Islands,continental_island_system,chl.sp,2,May,d_prime,0.55,1.0,1.0,1.0,161
s003,flower_visitor,Opportunistic,CM,Cala Mesquida,Mallorca,Balearic Islands,continental_island_system,chl.sp,4,July,d_prime,0.12,1.0,5.0,1.0,162
s003,flower_visitor,Opportunistic,CM,Cala Mesquida,Mallorca,Balearic Islands,continental_island_system,par.tib,2,May,d_prime,0.8,4.0,3.0,0.209,163
s003,flower_visitor,Opportunistic,CM,Cala Mesquida,Mallorca,Balearic Islands,continental_island_system,par.tib,3,June,d_prime,0.8,5.0,2.56,0.227,164
s003,flower_visitor,Opportunistic,CM,Cala Mesquida,Mallorca,Balearic Islands,continental_island_system,pla.pyg,1,April,d_prime,0.73,2.0,2.0,0.247,165
s003,flower_visitor,Opportunistic,CM,Cala Mesquida,Mallorca,Balearic Islands,continental_island_system,pla.pyg,2,May,d_prime,0.48,5.0,1.83,0.22,166
s003,flower_visitor,Opportunistic,CM,Cala Mesquida,Mallorca,Balearic Islands,continental_island_system,pla.pyg,3,June,d_prime,0.22,4.0,2.17,0.142,167
s003,flower_visitor,Opportunistic,CM,Cala Mesquida,Mallorca,Balearic Islands,continental_island_system,tra.sp,2,May,d_prime,0.52,2.0,2.0,0.151,168
s003,flower_visitor,Opportunistic,CM,Cala Mesquida,Mallorca,Balearic Islands,continental_island_system,tra.sp,3,June,d_prime,0.21,3.0,3.33,0.096,169
s003,flower_visitor,Opportunistic,CM,Cala Mesquida,Mallorca,Balearic Islands,continental_island_system,tra.sp,4,July,d_prime,0.12,1.0,5.0,1.0,170
s003,flower_visitor,Opportunistic,LC,Las Conchas,Lanzarote,Canary Islands,oceanic_island_system,ana.pro,1,January,d_prime,0.15,1.0,5.0,1.0,171
s003,flower_visitor,Opportunistic,LC,Las Conchas,Lanzarote,Canary Islands,oceanic_island_system,ana.pro,2,February,d_prime,0.14,1.0,5.0,1.0,172
s003,flower_visitor,Opportunistic,LC,Las Conchas,Lanzarote,Canary Islands,oceanic_island_system,ant.all,1,January,d_prime,0.69,5.0,2.5,0.168,173
s003,flower_visitor,Opportunistic,LC,Las Conchas,Lanzarote,Canary Islands,oceanic_island_system,ant.all,2,February,d_prime,0.47,6.0,3.75,0.262,174
s003,flower_visitor,Opportunistic,LC,Las Conchas,Lanzarote,Canary Islands,oceanic_island_system,ant.all,3,March,d_prime,0.44,6.0,2.91,0.202,175
s003,flower_visitor,Opportunistic,LC,Las Conchas,Lanzarote,Canary Islands,oceanic_island_system,ant.all,4,April,d_prime,0.36,5.0,2.17,0.197,176
s003,flower_visitor,Opportunistic,LC,Las Conchas,Lanzarote,Canary Islands,oceanic_island_system,att.sp,1,January,d_prime,0.33,1.0,3.0,1.0,177
s003,flower_visitor,Opportunistic,LC,Las Conchas,Lanzarote,Canary Islands,oceanic_island_system,att.sp,3,March,d_prime,0.45,4.0,2.22,0.264,178
s003,flower_visitor,Opportunistic,LC,Las Conchas,Lanzarote,Canary Islands,oceanic_island_system,att.sp,4,April,d_prime,0.46,4.0,1.56,0.173,179
s003,flower_visitor,Opportunistic,LC,Las Conchas,Lanzarote,Canary Islands,oceanic_island_system,das.lan,3,March,d_prime,0.22,2.0,3.0,0.001,180
s003,flower_visitor,Opportunistic,LC,Las Conchas,Lanzarote,Canary Islands,oceanic_island_system,das.lan,4,April,d_prime,0.53,1.0,1.0,0.153,181
s003,flower_visitor,Opportunistic,LC,Las Conchas,Lanzarote,Canary Islands,oceanic_island_system,eup.cor,2,February,d_prime,0.36,3.0,3.67,0.079,182
s003,flower_visitor,Opportunistic,LC,Las Conchas,Lanzarote,Canary Islands,oceanic_island_system,eup.cor,4,April,d_prime,0.34,1.0,5.0,1.0,183
s003,flower_visitor,Opportunistic,LC,Las Conchas,Lanzarote,Canary Islands,oceanic_island_system,sar.sp3,1,January,d_prime,0.33,5.0,3.33,0.177,184
s003,flower_visitor,Opportunistic,LC,Las Conchas,Lanzarote,Canary Islands,oceanic_island_system,sar.sp3,2,February,d_prime,0.46,5.0,4.0,0.213,185
s003,flower_visitor,Opportunistic,LC,Las Conchas,Lanzarote,Canary Islands,oceanic_island_system,sar.sp3,3,March,d_prime,0.81,4.0,2.8,0.14,186
s003,flower_visitor,Opportunistic,LC,Las Conchas,Lanzarote,Canary Islands,oceanic_island_system,sar.sp3,4,April,d_prime,0.39,5.0,2.0,0.193,187
s003,flower_visitor,Opportunistic,SB,Son Bosc,Mallorca,Balearic Islands,continental_island_system,chl.tri,2,May,d_prime,0.36,2.0,2.5,0.058,188
s003,flower_visitor,Opportunistic,SB,Son Bosc,Mallorca,Balearic Islands,continental_island_system,chl.tri,3,June,d_prime,0.14,5.0,2.6,0.031,189
s003,flower_visitor,Opportunistic,SB,Son Bosc,Mallorca,Balearic Islands,continental_island_system,eri.aen,3,June,d_prime,0.11,2.0,3.0,0.004,190
s003,flower_visitor,Opportunistic,SB,Son Bosc,Mallorca,Balearic Islands,continental_island_system,eri.aen,4,July,d_prime,0.06,2.0,3.0,1.0,191
s003,flower_visitor,Opportunistic,SB,Son Bosc,Mallorca,Balearic Islands,continental_island_system,oed.sim,2,May,d_prime,0.62,3.0,1.33,0.819,192
